domain,dataset,split,sample_index,true_label,tsne_x,tsne_y
medical_dermamnist,dermamnist_224_strict_noreplace,test,54,3,-0.674726,0.625544
medical_dermamnist,dermamnist_224_strict_noreplace,test,55,2,-2.377154,2.877145
medical_dermamnist,dermamnist_224_strict_noreplace,test,56,5,0.426387,7.210370
medical_dermamnist,dermamnist_224_strict_noreplace,test,57,3,-6.012588,5.658566
medical_dermamnist,dermamnist_224_strict_noreplace,test,58,3,-4.627139,-1.476568
medical_dermamnist,dermamnist_224_strict_noreplace,test,59,2,4.066963,3.539324
medical_dermamnist,dermamnist_224_strict_noreplace,test,60,3,-4.541002,5.195810
medical_dermamnist,dermamnist_224_strict_noreplace,test,61,2,-4.148019,-1.557960
medical_dermamnist,dermamnist_224_strict_noreplace,test,62,1,-3.444791,0.800077
medical_dermamnist,dermamnist_224_strict_noreplace,test,63,1,-4.443407,-3.216178
medical_dermamnist,dermamnist_224_strict_noreplace,test,64,4,1.443553,6.976455
medical_dermamnist,dermamnist_224_strict_noreplace,test,65,6,-3.994614,-6.044611
medical_dermamnist,dermamnist_224_strict_noreplace,test,66,0,-6.729249,0.795487
medical_dermamnist,dermamnist_224_strict_noreplace,test,67,6,1.959210,-0.786643
medical_dermamnist,dermamnist_224_strict_noreplace,test,68,0,-4.611626,1.408513
medical_dermamnist,dermamnist_224_strict_noreplace,test,69,6,4.109777,-5.205516
medical_dermamnist,dermamnist_224_strict_noreplace,test,70,2,-4.431746,-2.922363
medical_dermamnist,dermamnist_224_strict_noreplace,test,71,6,3.736839,-1.770023
medical_dermamnist,dermamnist_224_strict_noreplace,test,72,4,-1.069403,-1.216585
medical_dermamnist,dermamnist_224_strict_noreplace,test,73,1,1.544889,-0.642103
medical_dermamnist,dermamnist_224_strict_noreplace,test,74,0,-7.339691,2.661596
medical_dermamnist,dermamnist_224_strict_noreplace,test,75,4,-0.777832,7.375961
medical_dermamnist,dermamnist_224_strict_noreplace,test,76,3,-1.335839,5.362242
medical_dermamnist,dermamnist_224_strict_noreplace,test,77,5,-0.921070,-5.261281
medical_dermamnist,dermamnist_224_strict_noreplace,test,78,5,3.258450,1.239049
medical_dermamnist,dermamnist_224_strict_noreplace,test,79,1,-2.407485,0.609188
medical_dermamnist,dermamnist_224_strict_noreplace,test,80,4,-2.661101,3.949897
medical_dermamnist,dermamnist_224_strict_noreplace,test,81,3,-0.147122,-0.331319
medical_dermamnist,dermamnist_224_strict_noreplace,test,82,5,2.994024,2.207344
medical_dermamnist,dermamnist_224_strict_noreplace,test,83,6,4.464811,5.952282
medical_dermamnist,dermamnist_224_strict_noreplace,test,84,3,-0.410165,-4.299712
medical_dermamnist,dermamnist_224_strict_noreplace,test,85,2,-5.167411,-2.762042
medical_dermamnist,dermamnist_224_strict_noreplace,test,86,2,-1.153334,2.548078
medical_dermamnist,dermamnist_224_strict_noreplace,test,87,2,-1.553405,-4.633206
medical_dermamnist,dermamnist_224_strict_noreplace,test,88,4,0.771562,8.454991
medical_dermamnist,dermamnist_224_strict_noreplace,test,89,2,4.918189,1.420607
medical_dermamnist,dermamnist_224_strict_noreplace,test,90,2,-0.468285,-1.067007
medical_dermamnist,dermamnist_224_strict_noreplace,test,91,6,4.433228,-5.364691
medical_dermamnist,dermamnist_224_strict_noreplace,test,92,1,-3.324907,2.341377
medical_dermamnist,dermamnist_224_strict_noreplace,test,93,0,-6.220862,-1.472964
medical_dermamnist,dermamnist_224_strict_noreplace,test,94,3,-3.910929,-1.254320
medical_dermamnist,dermamnist_224_strict_noreplace,test,95,0,-5.751498,3.064424
medical_dermamnist,dermamnist_224_strict_noreplace,test,96,0,-4.769923,5.916440
medical_dermamnist,dermamnist_224_strict_noreplace,test,97,5,0.193447,-5.767586
medical_dermamnist,dermamnist_224_strict_noreplace,test,98,4,0.281992,3.218183
medical_dermamnist,dermamnist_224_strict_noreplace,test,99,0,-6.537604,4.451647
medical_dermamnist,dermamnist_224_strict_noreplace,test,100,1,1.228001,-3.762255
medical_dermamnist,dermamnist_224_strict_noreplace,test,101,2,-3.511908,2.786930
medical_dermamnist,dermamnist_224_strict_noreplace,test,102,5,-1.496727,1.938314
medical_dermamnist,dermamnist_224_strict_noreplace,test,103,5,-1.319034,-4.472095
medical_dermamnist,dermamnist_224_strict_noreplace,test,104,4,4.653617,3.437083
medical_dermamnist,dermamnist_224_strict_noreplace,test,105,4,2.482487,3.222577
medical_dermamnist,dermamnist_224_strict_noreplace,test,106,6,4.592449,-4.190295
medical_dermamnist,dermamnist_224_strict_noreplace,test,107,1,-2.619960,-0.046596
medical_dermamnist,dermamnist_224_strict_noreplace,test,108,2,-1.758692,1.197164
medical_dermamnist,dermamnist_224_strict_noreplace,test,109,1,1.842100,3.738048
medical_dermamnist,dermamnist_224_strict_noreplace,test,110,1,-0.536365,0.727935
medical_dermamnist,dermamnist_224_strict_noreplace,test,111,6,3.246391,-1.710824
natural_cifar,cifar7_derma_strict_noreplace,test,0,0,-7.348857,-0.809592
natural_cifar,cifar7_derma_strict_noreplace,test,1,4,-7.094160,1.268360
natural_cifar,cifar7_derma_strict_noreplace,test,2,1,-5.105763,2.128426
natural_cifar,cifar7_derma_strict_noreplace,test,3,0,-6.904043,-0.281626
natural_cifar,cifar7_derma_strict_noreplace,test,4,6,0.175792,4.687031
natural_cifar,cifar7_derma_strict_noreplace,test,5,6,-6.119808,2.943012
natural_cifar,cifar7_derma_strict_noreplace,test,6,1,-4.405129,0.714463
natural_cifar,cifar7_derma_strict_noreplace,test,7,3,-5.146338,3.911185
natural_cifar,cifar7_derma_strict_noreplace,test,8,6,-2.780516,4.922934
natural_cifar,cifar7_derma_strict_noreplace,test,9,5,6.165520,-1.789535
natural_cifar,cifar7_derma_strict_noreplace,test,10,6,-4.953131,5.878117
natural_cifar,cifar7_derma_strict_noreplace,test,11,3,-1.811141,0.217829
natural_cifar,cifar7_derma_strict_noreplace,test,12,1,-3.736536,-0.838373
natural_cifar,cifar7_derma_strict_noreplace,test,13,3,0.900159,-3.149345
natural_cifar,cifar7_derma_strict_noreplace,test,14,0,-5.624333,0.037614
natural_cifar,cifar7_derma_strict_noreplace,test,15,3,2.155372,-1.879117
natural_cifar,cifar7_derma_strict_noreplace,test,16,5,-1.850536,-1.624792
natural_cifar,cifar7_derma_strict_noreplace,test,17,1,-2.476716,-5.984951
natural_cifar,cifar7_derma_strict_noreplace,test,18,3,2.495767,-1.021565
natural_cifar,cifar7_derma_strict_noreplace,test,19,1,-5.127941,0.628166
natural_cifar,cifar7_derma_strict_noreplace,test,20,4,-0.928337,-3.566412
natural_cifar,cifar7_derma_strict_noreplace,test,21,5,2.791685,-6.034231
natural_cifar,cifar7_derma_strict_noreplace,test,22,0,-5.789086,2.049702
natural_cifar,cifar7_derma_strict_noreplace,test,23,3,0.700200,2.771861
natural_cifar,cifar7_derma_strict_noreplace,test,24,5,-2.121185,2.304476
natural_cifar,cifar7_derma_strict_noreplace,test,25,4,-5.995810,5.591594
natural_cifar,cifar7_derma_strict_noreplace,test,26,2,3.709914,0.638174
natural_cifar,cifar7_derma_strict_noreplace,test,27,2,-1.311624,1.403924
natural_cifar,cifar7_derma_strict_noreplace,test,28,2,1.902892,-3.885312
natural_cifar,cifar7_derma_strict_noreplace,test,29,4,5.010931,-1.372893
natural_cifar,cifar7_derma_strict_noreplace,test,30,0,-7.840808,-0.169159
natural_cifar,cifar7_derma_strict_noreplace,test,31,5,-0.993154,-0.871198
natural_cifar,cifar7_derma_strict_noreplace,test,32,5,-2.685234,-5.959105
natural_cifar,cifar7_derma_strict_noreplace,test,33,6,-2.608250,5.051687
natural_cifar,cifar7_derma_strict_noreplace,test,34,3,-0.274535,-2.519701
natural_cifar,cifar7_derma_strict_noreplace,test,35,5,2.310169,-2.963058
natural_cifar,cifar7_derma_strict_noreplace,test,36,1,2.285674,0.767998
natural_cifar,cifar7_derma_strict_noreplace,test,37,4,-2.926153,4.113127
natural_cifar,cifar7_derma_strict_noreplace,test,38,4,-3.786817,1.521726
natural_cifar,cifar7_derma_strict_noreplace,test,39,0,-4.457441,0.200028
natural_cifar,cifar7_derma_strict_noreplace,test,40,5,1.259308,-2.606817
natural_cifar,cifar7_derma_strict_noreplace,test,41,6,2.282436,2.047538
natural_cifar,cifar7_derma_strict_noreplace,test,42,6,-4.496916,4.723391
natural_cifar,cifar7_derma_strict_noreplace,test,43,4,-4.696719,6.350630
natural_cifar,cifar7_derma_strict_noreplace,test,44,0,-0.368251,-5.449801
natural_cifar,cifar7_derma_strict_noreplace,test,45,0,-3.971356,-4.525267
natural_cifar,cifar7_derma_strict_noreplace,test,46,5,2.221186,-5.357876
natural_cifar,cifar7_derma_strict_noreplace,test,47,0,-3.746825,-4.593553
natural_cifar,cifar7_derma_strict_noreplace,test,48,4,-1.351437,-3.491543
natural_cifar,cifar7_derma_strict_noreplace,test,49,1,0.981034,1.970882
natural_cifar,cifar7_derma_strict_noreplace,test,50,2,-1.306401,0.730785
natural_cifar,cifar7_derma_strict_noreplace,test,51,3,-0.075795,-4.033576
natural_cifar,cifar7_derma_strict_noreplace,test,52,2,3.980268,-0.959257
natural_cifar,cifar7_derma_strict_noreplace,test,53,6,-2.568048,5.687461
natural_cifar,cifar7_derma_strict_noreplace,test,54,3,0.131275,-3.120312
natural_cifar,cifar7_derma_strict_noreplace,test,55,2,4.438231,-2.058384
natural_cifar,cifar7_derma_strict_noreplace,test,56,5,-0.627419,-4.740641
natural_cifar,cifar7_derma_strict_noreplace,test,57,3,-5.960465,0.538716
natural_cifar,cifar7_derma_strict_noreplace,test,58,3,-1.581846,-2.646415
natural_cifar,cifar7_derma_strict_noreplace,test,59,2,3.508068,-1.929246
natural_cifar,cifar7_derma_strict_noreplace,test,60,3,-4.537975,3.539193
natural_cifar,cifar7_derma_strict_noreplace,test,61,2,4.623272,0.432783
natural_cifar,cifar7_derma_strict_noreplace,test,62,1,-3.320818,-1.257384
natural_cifar,cifar7_derma_strict_noreplace,test,63,1,-3.864643,7.388360
natural_cifar,cifar7_derma_strict_noreplace,test,64,4,-4.310378,4.131764
natural_cifar,cifar7_derma_strict_noreplace,test,65,6,-4.498232,5.504735
natural_cifar,cifar7_derma_strict_noreplace,test,66,0,-3.824061,-3.181342
natural_cifar,cifar7_derma_strict_noreplace,test,67,6,-1.971570,4.233886
natural_cifar,cifar7_derma_strict_noreplace,test,68,0,-6.459988,0.396367
natural_cifar,cifar7_derma_strict_noreplace,test,69,6,-3.160933,-2.361804
natural_cifar,cifar7_derma_strict_noreplace,test,70,2,4.509514,0.819367
natural_cifar,cifar7_derma_strict_noreplace,test,71,6,-2.512854,6.788882
natural_cifar,cifar7_derma_strict_noreplace,test,72,4,3.485306,-4.850966
natural_cifar,cifar7_derma_strict_noreplace,test,73,1,-4.217987,2.462321
natural_cifar,cifar7_derma_strict_noreplace,test,74,0,-5.523199,-2.112184
natural_cifar,cifar7_derma_strict_noreplace,test,75,4,5.933063,-1.727525
natural_cifar,cifar7_derma_strict_noreplace,test,76,3,-3.030073,3.285032
natural_cifar,cifar7_derma_strict_noreplace,test,77,5,-2.192290,0.622185
natural_cifar,cifar7_derma_strict_noreplace,test,78,5,5.775171,-3.134765
natural_cifar,cifar7_derma_strict_noreplace,test,79,1,-2.946917,-3.143488
natural_cifar,cifar7_derma_strict_noreplace,test,80,4,4.833123,-1.467198
natural_cifar,cifar7_derma_strict_noreplace,test,81,3,0.282406,-5.040281
natural_cifar,cifar7_derma_strict_noreplace,test,82,5,3.308907,-0.528551
natural_cifar,cifar7_derma_strict_noreplace,test,83,6,-4.863766,6.362901
natural_cifar,cifar7_derma_strict_noreplace,test,84,3,1.778487,-4.315573
natural_cifar,cifar7_derma_strict_noreplace,test,85,2,0.221134,-2.321578
natural_cifar,cifar7_derma_strict_noreplace,test,86,2,-1.503375,2.123442
natural_cifar,cifar7_derma_strict_noreplace,test,87,2,2.606008,-0.270362
natural_cifar,cifar7_derma_strict_noreplace,test,88,4,3.449133,-3.506946
natural_cifar,cifar7_derma_strict_noreplace,test,89,2,-3.888507,3.850480
natural_cifar,cifar7_derma_strict_noreplace,test,90,2,1.876323,-0.914564
natural_cifar,cifar7_derma_strict_noreplace,test,91,6,-4.156576,5.340643
natural_cifar,cifar7_derma_strict_noreplace,test,92,1,-5.316381,0.990751
natural_cifar,cifar7_derma_strict_noreplace,test,93,0,-7.599890,1.108252
natural_cifar,cifar7_derma_strict_noreplace,test,94,3,-1.638938,-6.060443
natural_cifar,cifar7_derma_strict_noreplace,test,95,0,-7.954667,-0.387797
natural_cifar,cifar7_derma_strict_noreplace,test,96,0,-7.218036,3.392661
natural_cifar,cifar7_derma_strict_noreplace,test,97,5,5.608052,-2.344092
natural_cifar,cifar7_derma_strict_noreplace,test,98,4,-3.685738,3.537488
natural_cifar,cifar7_derma_strict_noreplace,test,99,0,-6.014964,-0.326727
natural_cifar,cifar7_derma_strict_noreplace,test,100,1,2.682675,1.234983
natural_cifar,cifar7_derma_strict_noreplace,test,101,2,-0.389371,2.786914
natural_cifar,cifar7_derma_strict_noreplace,test,102,5,0.690544,-5.024648
natural_cifar,cifar7_derma_strict_noreplace,test,103,5,3.192850,-4.745782
natural_cifar,cifar7_derma_strict_noreplace,test,104,4,-0.118485,3.025370
natural_cifar,cifar7_derma_strict_noreplace,test,105,4,-5.076224,6.675337
natural_cifar,cifar7_derma_strict_noreplace,test,106,6,-1.889161,3.856825
natural_cifar,cifar7_derma_strict_noreplace,test,107,1,-1.970126,-4.339758
natural_cifar,cifar7_derma_strict_noreplace,test,108,2,-0.054561,-2.133641
natural_cifar,cifar7_derma_strict_noreplace,test,109,1,-4.465654,-1.616480
natural_cifar,cifar7_derma_strict_noreplace,test,110,1,3.387076,1.179031
natural_cifar,cifar7_derma_strict_noreplace,test,111,6,-3.605712,6.546858
