domain,dataset,sample_index,true_label,tsne_x,tsne_y
medical_dermamnist,dermamnist_224_strict_noreplace,63,5,-7.414271,-15.089643
medical_dermamnist,dermamnist_224_strict_noreplace,64,5,-15.750718,14.189167
medical_dermamnist,dermamnist_224_strict_noreplace,65,2,-25.785295,-15.909393
medical_dermamnist,dermamnist_224_strict_noreplace,66,4,-32.778076,19.263519
medical_dermamnist,dermamnist_224_strict_noreplace,67,5,23.734938,-17.822433
medical_dermamnist,dermamnist_224_strict_noreplace,68,2,2.382731,31.635700
medical_dermamnist,dermamnist_224_strict_noreplace,69,2,28.173279,-22.686150
medical_dermamnist,dermamnist_224_strict_noreplace,70,5,38.489059,-1.629673
medical_dermamnist,dermamnist_224_strict_noreplace,71,5,-6.066781,-17.499981
medical_dermamnist,dermamnist_224_strict_noreplace,72,5,22.073120,0.599452
medical_dermamnist,dermamnist_224_strict_noreplace,73,1,4.494076,8.674379
medical_dermamnist,dermamnist_224_strict_noreplace,74,5,-29.085501,-19.090052
medical_dermamnist,dermamnist_224_strict_noreplace,75,5,42.443939,-17.427563
medical_dermamnist,dermamnist_224_strict_noreplace,76,5,32.951141,3.289776
medical_dermamnist,dermamnist_224_strict_noreplace,77,5,32.194958,1.218516
medical_dermamnist,dermamnist_224_strict_noreplace,78,5,25.011812,26.952089
medical_dermamnist,dermamnist_224_strict_noreplace,79,5,-10.794704,-15.014098
medical_dermamnist,dermamnist_224_strict_noreplace,80,5,-6.386071,-1.023869
medical_dermamnist,dermamnist_224_strict_noreplace,81,2,-15.243029,6.130818
medical_dermamnist,dermamnist_224_strict_noreplace,82,5,-14.984778,-25.835541
medical_dermamnist,dermamnist_224_strict_noreplace,83,5,-18.495291,-28.055279
medical_dermamnist,dermamnist_224_strict_noreplace,84,5,31.096151,5.523919
medical_dermamnist,dermamnist_224_strict_noreplace,85,5,-10.056648,24.596468
medical_dermamnist,dermamnist_224_strict_noreplace,86,5,16.684113,-9.554526
medical_dermamnist,dermamnist_224_strict_noreplace,87,5,17.869762,-11.079726
medical_dermamnist,dermamnist_224_strict_noreplace,88,5,16.730413,-7.207982
medical_dermamnist,dermamnist_224_strict_noreplace,89,5,30.401136,13.898248
medical_dermamnist,dermamnist_224_strict_noreplace,90,2,16.920988,5.543288
medical_dermamnist,dermamnist_224_strict_noreplace,91,5,-15.571008,31.258131
medical_dermamnist,dermamnist_224_strict_noreplace,92,3,24.860132,21.281019
medical_dermamnist,dermamnist_224_strict_noreplace,93,5,-18.298164,-10.034581
medical_dermamnist,dermamnist_224_strict_noreplace,94,4,-8.950374,1.225028
medical_dermamnist,dermamnist_224_strict_noreplace,95,2,-20.174240,15.626175
medical_dermamnist,dermamnist_224_strict_noreplace,96,3,-4.082374,12.075711
medical_dermamnist,dermamnist_224_strict_noreplace,97,5,-21.678646,7.232350
medical_dermamnist,dermamnist_224_strict_noreplace,98,5,36.273281,-17.242884
medical_dermamnist,dermamnist_224_strict_noreplace,99,2,-10.761073,36.556202
medical_dermamnist,dermamnist_224_strict_noreplace,100,4,-10.180166,-2.058429
medical_dermamnist,dermamnist_224_strict_noreplace,101,5,22.503304,-15.611849
medical_dermamnist,dermamnist_224_strict_noreplace,102,4,-27.440628,-8.111797
medical_dermamnist,dermamnist_224_strict_noreplace,103,5,-22.677555,-12.763208
medical_dermamnist,dermamnist_224_strict_noreplace,104,5,32.019451,21.757120
medical_dermamnist,dermamnist_224_strict_noreplace,105,4,-27.742117,24.834085
medical_dermamnist,dermamnist_224_strict_noreplace,106,5,-4.373875,32.053139
medical_dermamnist,dermamnist_224_strict_noreplace,107,0,-12.586118,12.280207
medical_dermamnist,dermamnist_224_strict_noreplace,108,5,-10.973008,27.031860
medical_dermamnist,dermamnist_224_strict_noreplace,109,5,15.017792,-10.259899
medical_dermamnist,dermamnist_224_strict_noreplace,110,5,21.551912,-4.519966
medical_dermamnist,dermamnist_224_strict_noreplace,111,2,10.021860,-11.116876
medical_dermamnist,dermamnist_224_strict_noreplace,112,2,-7.367937,12.977468
medical_dermamnist,dermamnist_224_strict_noreplace,113,5,15.956195,-8.507532
medical_dermamnist,dermamnist_224_strict_noreplace,114,4,-18.279135,-3.570232
medical_dermamnist,dermamnist_224_strict_noreplace,115,5,36.099384,14.442412
medical_dermamnist,dermamnist_224_strict_noreplace,116,2,-8.010664,28.270899
medical_dermamnist,dermamnist_224_strict_noreplace,117,5,28.450100,-12.112982
medical_dermamnist,dermamnist_224_strict_noreplace,118,5,14.390957,-4.326278
medical_dermamnist,dermamnist_224_strict_noreplace,119,3,-21.956051,23.282778
medical_dermamnist,dermamnist_224_strict_noreplace,120,5,26.322531,-7.675906
medical_dermamnist,dermamnist_224_strict_noreplace,121,5,26.595116,-21.700394
medical_dermamnist,dermamnist_224_strict_noreplace,122,2,-5.390764,35.163624
medical_dermamnist,dermamnist_224_strict_noreplace,123,5,-8.678392,-12.795261
medical_dermamnist,dermamnist_224_strict_noreplace,124,5,-16.662590,-17.480450
medical_dermamnist,dermamnist_224_strict_noreplace,125,5,-23.411505,-12.104100
medical_dermamnist,dermamnist_224_strict_noreplace,126,1,-0.739239,20.813660
medical_dermamnist,dermamnist_224_strict_noreplace,127,5,-24.940020,13.589899
medical_dermamnist,dermamnist_224_strict_noreplace,128,5,25.806114,-27.144030
medical_dermamnist,dermamnist_224_strict_noreplace,129,0,24.962692,26.901009
medical_dermamnist,dermamnist_224_strict_noreplace,130,1,29.183191,25.726269
medical_dermamnist,dermamnist_224_strict_noreplace,131,5,-18.636723,2.187496
medical_dermamnist,dermamnist_224_strict_noreplace,132,1,-27.181194,21.241390
medical_dermamnist,dermamnist_224_strict_noreplace,133,5,-11.476041,-2.477963
medical_dermamnist,dermamnist_224_strict_noreplace,134,5,34.996525,-0.462586
medical_dermamnist,dermamnist_224_strict_noreplace,135,5,7.669125,-13.215716
medical_dermamnist,dermamnist_224_strict_noreplace,136,6,6.768083,-3.349320
medical_dermamnist,dermamnist_224_strict_noreplace,137,2,-19.361225,-21.576681
medical_dermamnist,dermamnist_224_strict_noreplace,138,5,20.251600,-24.992283
medical_dermamnist,dermamnist_224_strict_noreplace,139,5,-10.668875,0.593726
medical_dermamnist,dermamnist_224_strict_noreplace,140,5,-20.954082,-21.506783
medical_dermamnist,dermamnist_224_strict_noreplace,141,4,-13.546708,-2.013807
medical_dermamnist,dermamnist_224_strict_noreplace,142,4,6.206210,-19.865917
medical_dermamnist,dermamnist_224_strict_noreplace,143,0,-12.890446,20.736832
medical_dermamnist,dermamnist_224_strict_noreplace,144,1,-10.318375,15.740832
medical_dermamnist,dermamnist_224_strict_noreplace,145,2,7.399809,27.234421
medical_dermamnist,dermamnist_224_strict_noreplace,146,5,-9.624920,-26.376156
medical_dermamnist,dermamnist_224_strict_noreplace,147,5,37.964401,-1.008960
medical_dermamnist,dermamnist_224_strict_noreplace,148,5,-24.740705,20.076309
medical_dermamnist,dermamnist_224_strict_noreplace,149,2,-30.640913,-2.213301
medical_dermamnist,dermamnist_224_strict_noreplace,150,2,-33.731846,3.933072
medical_dermamnist,dermamnist_224_strict_noreplace,151,5,-19.570398,-1.567995
medical_dermamnist,dermamnist_224_strict_noreplace,152,5,25.976254,20.165340
medical_dermamnist,dermamnist_224_strict_noreplace,153,2,-6.059612,36.957832
medical_dermamnist,dermamnist_224_strict_noreplace,154,2,-9.253952,31.510010
medical_dermamnist,dermamnist_224_strict_noreplace,155,0,-20.924685,27.233717
medical_dermamnist,dermamnist_224_strict_noreplace,156,5,14.102738,-12.917974
medical_dermamnist,dermamnist_224_strict_noreplace,157,1,-12.138824,21.297958
medical_dermamnist,dermamnist_224_strict_noreplace,158,5,-10.039698,21.863964
medical_dermamnist,dermamnist_224_strict_noreplace,159,1,-20.133358,4.647814
medical_dermamnist,dermamnist_224_strict_noreplace,160,5,31.863176,-2.524043
medical_dermamnist,dermamnist_224_strict_noreplace,161,5,36.078674,-2.732726
medical_dermamnist,dermamnist_224_strict_noreplace,162,5,19.013283,-22.046061
medical_dermamnist,dermamnist_224_strict_noreplace,163,5,34.593494,-12.002355
medical_dermamnist,dermamnist_224_strict_noreplace,164,5,26.860188,-16.060305
medical_dermamnist,dermamnist_224_strict_noreplace,165,5,1.519279,34.991516
medical_dermamnist,dermamnist_224_strict_noreplace,166,1,23.976845,24.873011
medical_dermamnist,dermamnist_224_strict_noreplace,167,5,-27.782696,-20.028397
medical_dermamnist,dermamnist_224_strict_noreplace,168,5,-13.906569,-16.323841
medical_dermamnist,dermamnist_224_strict_noreplace,169,2,-17.288651,6.387443
medical_dermamnist,dermamnist_224_strict_noreplace,170,4,-28.453310,-5.529055
medical_dermamnist,dermamnist_224_strict_noreplace,171,5,13.924325,-0.742709
medical_dermamnist,dermamnist_224_strict_noreplace,172,5,-3.048211,27.288254
medical_dermamnist,dermamnist_224_strict_noreplace,173,5,-19.920921,-8.156328
medical_dermamnist,dermamnist_224_strict_noreplace,174,5,-25.106445,15.685403
medical_dermamnist,dermamnist_224_strict_noreplace,175,5,31.503317,-18.553471
medical_dermamnist,dermamnist_224_strict_noreplace,176,5,-12.226492,2.727534
medical_dermamnist,dermamnist_224_strict_noreplace,177,5,-4.385643,9.598021
medical_dermamnist,dermamnist_224_strict_noreplace,178,5,31.367531,-1.360458
medical_dermamnist,dermamnist_224_strict_noreplace,179,1,-3.464602,25.749498
medical_dermamnist,dermamnist_224_strict_noreplace,180,5,-26.283375,15.368974
medical_dermamnist,dermamnist_224_strict_noreplace,181,5,-27.941717,7.758555
medical_dermamnist,dermamnist_224_strict_noreplace,182,3,33.335625,4.071276
medical_dermamnist,dermamnist_224_strict_noreplace,183,5,30.030413,-10.127372
medical_dermamnist,dermamnist_224_strict_noreplace,184,4,-23.144451,-18.994011
medical_dermamnist,dermamnist_224_strict_noreplace,185,5,-21.748116,1.188167
medical_dermamnist,dermamnist_224_strict_noreplace,186,5,-16.309521,-5.396844
medical_dermamnist,dermamnist_224_strict_noreplace,187,4,-19.948816,-3.614027
medical_dermamnist,dermamnist_224_strict_noreplace,188,4,-24.851868,-19.407377
medical_dermamnist,dermamnist_224_strict_noreplace,189,4,-24.299320,23.876102
medical_dermamnist,dermamnist_224_strict_noreplace,190,0,-26.878124,20.134943
medical_dermamnist,dermamnist_224_strict_noreplace,191,5,-14.867082,-6.279788
medical_dermamnist,dermamnist_224_strict_noreplace,192,5,-7.739931,-14.675593
medical_dermamnist,dermamnist_224_strict_noreplace,193,2,-30.735048,-8.528007
medical_dermamnist,dermamnist_224_strict_noreplace,194,5,11.193159,-16.360237
medical_dermamnist,dermamnist_224_strict_noreplace,195,5,35.990036,6.367935
medical_dermamnist,dermamnist_224_strict_noreplace,196,2,-7.292811,27.922792
medical_dermamnist,dermamnist_224_strict_noreplace,197,2,-34.342907,-18.044741
medical_dermamnist,dermamnist_224_strict_noreplace,198,6,6.817534,-3.684498
medical_dermamnist,dermamnist_224_strict_noreplace,199,5,31.667753,-14.935833
medical_dermamnist,dermamnist_224_strict_noreplace,200,4,-35.178944,-2.704100
medical_dermamnist,dermamnist_224_strict_noreplace,201,5,-23.842840,-24.498507
medical_dermamnist,dermamnist_224_strict_noreplace,202,5,-17.798094,7.322874
medical_dermamnist,dermamnist_224_strict_noreplace,203,5,20.538506,-13.380000
medical_dermamnist,dermamnist_224_strict_noreplace,204,5,32.879097,1.888155
medical_dermamnist,dermamnist_224_strict_noreplace,205,5,-16.753128,-32.804905
medical_dermamnist,dermamnist_224_strict_noreplace,206,5,26.153103,1.169176
medical_dermamnist,dermamnist_224_strict_noreplace,207,5,28.394323,-8.345867
medical_dermamnist,dermamnist_224_strict_noreplace,208,4,-13.586058,-19.701166
medical_dermamnist,dermamnist_224_strict_noreplace,209,5,-10.595647,-14.567494
medical_dermamnist,dermamnist_224_strict_noreplace,210,1,-16.861124,19.748171
medical_dermamnist,dermamnist_224_strict_noreplace,211,5,-4.818405,19.208870
medical_dermamnist,dermamnist_224_strict_noreplace,212,4,-18.769880,-24.807743
medical_dermamnist,dermamnist_224_strict_noreplace,213,5,-26.296114,7.565876
medical_dermamnist,dermamnist_224_strict_noreplace,214,2,-0.136455,26.919722
medical_dermamnist,dermamnist_224_strict_noreplace,215,5,38.010155,-1.703523
medical_dermamnist,dermamnist_224_strict_noreplace,216,5,-9.992406,-26.386497
medical_dermamnist,dermamnist_224_strict_noreplace,217,5,-25.422602,16.807737
medical_dermamnist,dermamnist_224_strict_noreplace,218,5,-22.770739,8.669559
medical_dermamnist,dermamnist_224_strict_noreplace,219,5,26.288809,-19.302223
medical_dermamnist,dermamnist_224_strict_noreplace,220,2,-8.863096,2.757635
medical_dermamnist,dermamnist_224_strict_noreplace,221,5,31.097570,-6.732658
medical_dermamnist,dermamnist_224_strict_noreplace,222,1,4.769472,33.237076
medical_dermamnist,dermamnist_224_strict_noreplace,223,5,-26.234091,2.293819
medical_dermamnist,dermamnist_224_strict_noreplace,224,5,28.914732,19.343828
medical_dermamnist,dermamnist_224_strict_noreplace,225,5,14.855676,-8.533074
medical_dermamnist,dermamnist_224_strict_noreplace,226,5,-8.750693,-27.636114
medical_dermamnist,dermamnist_224_strict_noreplace,227,4,-35.130196,12.186136
medical_dermamnist,dermamnist_224_strict_noreplace,228,5,-19.225233,-27.920340
medical_dermamnist,dermamnist_224_strict_noreplace,229,4,-32.762207,18.482750
medical_dermamnist,dermamnist_224_strict_noreplace,230,1,4.524364,35.753609
medical_dermamnist,dermamnist_224_strict_noreplace,231,5,21.061178,-24.672058
medical_dermamnist,dermamnist_224_strict_noreplace,232,5,11.815233,-8.331858
medical_dermamnist,dermamnist_224_strict_noreplace,233,5,-16.303701,-24.431278
medical_dermamnist,dermamnist_224_strict_noreplace,234,5,12.991023,-0.784792
medical_dermamnist,dermamnist_224_strict_noreplace,235,5,33.051666,1.665232
medical_dermamnist,dermamnist_224_strict_noreplace,236,5,-28.322790,-22.158659
medical_dermamnist,dermamnist_224_strict_noreplace,237,2,-17.330952,-3.013469
medical_dermamnist,dermamnist_224_strict_noreplace,238,5,18.124678,-24.395969
medical_dermamnist,dermamnist_224_strict_noreplace,239,5,-3.361634,15.899764
medical_dermamnist,dermamnist_224_strict_noreplace,240,5,9.625981,-15.645234
medical_dermamnist,dermamnist_224_strict_noreplace,241,1,-16.119751,24.358284
medical_dermamnist,dermamnist_224_strict_noreplace,242,5,-15.581836,-29.236406
medical_dermamnist,dermamnist_224_strict_noreplace,243,5,-16.080036,-27.882877
medical_dermamnist,dermamnist_224_strict_noreplace,244,4,-23.493456,-24.954876
medical_dermamnist,dermamnist_224_strict_noreplace,245,5,-18.400229,19.527966
medical_dermamnist,dermamnist_224_strict_noreplace,246,5,25.900930,-16.489958
medical_dermamnist,dermamnist_224_strict_noreplace,247,5,-18.401749,-4.635365
medical_dermamnist,dermamnist_224_strict_noreplace,248,0,7.670434,15.950852
medical_dermamnist,dermamnist_224_strict_noreplace,249,0,1.372175,27.651236
medical_dermamnist,dermamnist_224_strict_noreplace,250,5,-11.030919,-6.321495
medical_dermamnist,dermamnist_224_strict_noreplace,251,5,-14.175307,-14.100959
medical_dermamnist,dermamnist_224_strict_noreplace,252,5,-30.442308,-14.042372
medical_dermamnist,dermamnist_224_strict_noreplace,253,5,43.223770,-17.029959
medical_dermamnist,dermamnist_224_strict_noreplace,254,0,-7.018266,37.226032
medical_dermamnist,dermamnist_224_strict_noreplace,255,5,-24.042467,-20.517065
medical_dermamnist,dermamnist_224_strict_noreplace,256,5,34.756588,-17.840410
medical_dermamnist,dermamnist_224_strict_noreplace,257,5,17.735830,-13.547983
medical_dermamnist,dermamnist_224_strict_noreplace,258,1,-4.978916,27.551430
medical_dermamnist,dermamnist_224_strict_noreplace,259,5,-16.351372,-7.885234
medical_dermamnist,dermamnist_224_strict_noreplace,260,5,-12.075830,-30.324112
medical_dermamnist,dermamnist_224_strict_noreplace,261,1,4.177038,30.344357
medical_dermamnist,dermamnist_224_strict_noreplace,262,1,-10.282243,22.208284
medical_dermamnist,dermamnist_224_strict_noreplace,263,5,-31.447691,-11.597659
medical_dermamnist,dermamnist_224_strict_noreplace,264,5,32.320412,-5.712689
medical_dermamnist,dermamnist_224_strict_noreplace,265,2,-17.133530,21.982412
medical_dermamnist,dermamnist_224_strict_noreplace,266,5,-2.403206,17.389894
medical_dermamnist,dermamnist_224_strict_noreplace,267,5,24.430372,1.823312
medical_dermamnist,dermamnist_224_strict_noreplace,268,0,-6.056013,39.821815
medical_dermamnist,dermamnist_224_strict_noreplace,269,2,-12.465621,29.783949
medical_dermamnist,dermamnist_224_strict_noreplace,270,5,-8.868054,-1.615391
medical_dermamnist,dermamnist_224_strict_noreplace,271,5,-26.569159,-13.752356
medical_dermamnist,dermamnist_224_strict_noreplace,272,5,-24.366631,21.867079
medical_dermamnist,dermamnist_224_strict_noreplace,273,5,19.374086,-16.063786
medical_dermamnist,dermamnist_224_strict_noreplace,274,5,33.928165,-4.771734
medical_dermamnist,dermamnist_224_strict_noreplace,275,5,37.290585,-4.119852
medical_dermamnist,dermamnist_224_strict_noreplace,276,0,7.846443,15.596448
medical_dermamnist,dermamnist_224_strict_noreplace,277,5,23.754560,-10.293455
medical_dermamnist,dermamnist_224_strict_noreplace,278,5,39.207745,-11.163874
medical_dermamnist,dermamnist_224_strict_noreplace,279,5,41.044746,-5.365212
medical_dermamnist,dermamnist_224_strict_noreplace,280,2,-1.298688,25.637629
medical_dermamnist,dermamnist_224_strict_noreplace,281,0,-1.660012,36.394028
medical_dermamnist,dermamnist_224_strict_noreplace,282,4,-10.134181,-1.591672
medical_dermamnist,dermamnist_224_strict_noreplace,283,4,-26.538273,-14.540292
medical_dermamnist,dermamnist_224_strict_noreplace,284,5,27.592821,-8.516270
medical_dermamnist,dermamnist_224_strict_noreplace,285,5,-14.285336,-20.279955
medical_dermamnist,dermamnist_224_strict_noreplace,286,5,28.608032,3.220984
medical_dermamnist,dermamnist_224_strict_noreplace,287,2,-20.033150,-18.941866
medical_dermamnist,dermamnist_224_strict_noreplace,288,2,-16.556385,8.615464
medical_dermamnist,dermamnist_224_strict_noreplace,289,5,34.750973,1.478414
medical_dermamnist,dermamnist_224_strict_noreplace,290,4,-27.249849,10.705967
medical_dermamnist,dermamnist_224_strict_noreplace,291,5,33.922440,-20.055513
medical_dermamnist,dermamnist_224_strict_noreplace,292,5,-14.602902,1.266038
medical_dermamnist,dermamnist_224_strict_noreplace,293,5,-6.806122,-3.255354
medical_dermamnist,dermamnist_224_strict_noreplace,294,5,36.810753,-12.093295
medical_dermamnist,dermamnist_224_strict_noreplace,295,5,-17.298885,-1.105794
medical_dermamnist,dermamnist_224_strict_noreplace,296,5,36.718876,11.376206
medical_dermamnist,dermamnist_224_strict_noreplace,297,5,-8.804056,-15.620994
medical_dermamnist,dermamnist_224_strict_noreplace,298,5,21.215878,-19.038881
medical_dermamnist,dermamnist_224_strict_noreplace,299,5,-2.714140,14.743537
medical_dermamnist,dermamnist_224_strict_noreplace,300,5,21.549065,-9.955647
medical_dermamnist,dermamnist_224_strict_noreplace,301,5,38.130428,18.946987
medical_dermamnist,dermamnist_224_strict_noreplace,302,3,20.569475,-1.784581
medical_dermamnist,dermamnist_224_strict_noreplace,303,5,-23.925724,2.878341
medical_dermamnist,dermamnist_224_strict_noreplace,304,5,-26.234470,-20.051128
medical_dermamnist,dermamnist_224_strict_noreplace,305,5,-13.468355,20.826235
medical_dermamnist,dermamnist_224_strict_noreplace,306,5,-29.308128,-5.259912
medical_dermamnist,dermamnist_224_strict_noreplace,307,5,35.233196,-12.994663
medical_dermamnist,dermamnist_224_strict_noreplace,308,5,-22.548279,2.275969
medical_dermamnist,dermamnist_224_strict_noreplace,309,2,-7.257693,33.364956
medical_dermamnist,dermamnist_224_strict_noreplace,310,5,34.045990,-16.339329
medical_dermamnist,dermamnist_224_strict_noreplace,311,3,0.745722,29.404240
medical_dermamnist,dermamnist_224_strict_noreplace,312,5,34.900749,-4.858911
medical_dermamnist,dermamnist_224_strict_noreplace,313,5,26.551912,-16.449905
medical_dermamnist,dermamnist_224_strict_noreplace,314,1,-18.784937,20.973314
medical_dermamnist,dermamnist_224_strict_noreplace,315,5,15.749532,0.286769
medical_dermamnist,dermamnist_224_strict_noreplace,316,5,14.554877,-9.905766
medical_dermamnist,dermamnist_224_strict_noreplace,317,5,13.926373,-18.734348
medical_dermamnist,dermamnist_224_strict_noreplace,318,2,-7.806297,9.732462
medical_dermamnist,dermamnist_224_strict_noreplace,319,1,2.784021,32.344181
medical_dermamnist,dermamnist_224_strict_noreplace,320,5,-9.056499,23.943321
medical_dermamnist,dermamnist_224_strict_noreplace,321,2,-0.753035,27.994684
medical_dermamnist,dermamnist_224_strict_noreplace,322,5,27.387066,22.772032
medical_dermamnist,dermamnist_224_strict_noreplace,323,5,40.413364,-4.584943
medical_dermamnist,dermamnist_224_strict_noreplace,324,0,4.070268,16.510952
medical_dermamnist,dermamnist_224_strict_noreplace,325,5,-22.174173,8.416183
medical_dermamnist,dermamnist_224_strict_noreplace,326,5,31.815905,-2.707824
medical_dermamnist,dermamnist_224_strict_noreplace,327,5,-1.230073,6.057278
medical_dermamnist,dermamnist_224_strict_noreplace,328,1,8.283462,-0.115020
medical_dermamnist,dermamnist_224_strict_noreplace,329,5,16.056475,2.904564
medical_dermamnist,dermamnist_224_strict_noreplace,330,5,29.255301,24.994116
medical_dermamnist,dermamnist_224_strict_noreplace,331,5,41.382172,-10.223563
medical_dermamnist,dermamnist_224_strict_noreplace,332,0,-20.379126,24.834709
medical_dermamnist,dermamnist_224_strict_noreplace,333,5,-21.765427,8.283971
medical_dermamnist,dermamnist_224_strict_noreplace,334,3,12.302480,22.263708
medical_dermamnist,dermamnist_224_strict_noreplace,335,5,14.708297,-16.297432
medical_dermamnist,dermamnist_224_strict_noreplace,336,2,-11.487736,16.509769
medical_dermamnist,dermamnist_224_strict_noreplace,337,5,36.289448,17.366278
medical_dermamnist,dermamnist_224_strict_noreplace,338,5,-20.353777,-28.315531
medical_dermamnist,dermamnist_224_strict_noreplace,339,0,-3.142520,29.342518
medical_dermamnist,dermamnist_224_strict_noreplace,340,5,30.181717,-1.770957
medical_dermamnist,dermamnist_224_strict_noreplace,341,2,-0.981426,28.725529
medical_dermamnist,dermamnist_224_strict_noreplace,342,5,-19.564255,-6.809822
medical_dermamnist,dermamnist_224_strict_noreplace,343,5,16.227205,2.454603
medical_dermamnist,dermamnist_224_strict_noreplace,344,5,-4.514880,-10.538317
medical_dermamnist,dermamnist_224_strict_noreplace,345,5,19.017611,-7.315590
medical_dermamnist,dermamnist_224_strict_noreplace,346,5,-2.295413,-1.910699
medical_dermamnist,dermamnist_224_strict_noreplace,347,5,-16.366594,-8.331227
