domain,dataset,split,sample_index,true_label,tsne_x,tsne_y
medical_bloodmnist,bloodmnist_224,train,57,6,11.460633,-40.816704
medical_bloodmnist,bloodmnist_224,train,58,2,-38.970737,-20.443256
medical_bloodmnist,bloodmnist_224,train,59,1,42.864876,-10.678500
medical_bloodmnist,bloodmnist_224,train,60,6,-7.851861,-26.544607
medical_bloodmnist,bloodmnist_224,train,61,4,-28.748770,32.717365
medical_bloodmnist,bloodmnist_224,train,62,4,-34.785713,55.026924
medical_bloodmnist,bloodmnist_224,train,63,3,3.330819,19.134760
medical_bloodmnist,bloodmnist_224,train,64,5,10.655318,65.938004
medical_bloodmnist,bloodmnist_224,train,65,1,54.080940,-37.999222
medical_bloodmnist,bloodmnist_224,train,66,3,32.534157,30.778839
medical_bloodmnist,bloodmnist_224,train,67,1,35.152538,3.991010
medical_bloodmnist,bloodmnist_224,train,68,1,59.371059,-7.149183
medical_bloodmnist,bloodmnist_224,train,69,7,-69.372108,11.088137
medical_bloodmnist,bloodmnist_224,train,70,1,49.283352,-9.985831
medical_bloodmnist,bloodmnist_224,train,71,7,-86.907700,8.166783
medical_bloodmnist,bloodmnist_224,train,72,3,18.319765,19.233028
medical_bloodmnist,bloodmnist_224,train,73,3,17.196819,18.769449
medical_bloodmnist,bloodmnist_224,train,74,1,75.411789,-22.148031
medical_bloodmnist,bloodmnist_224,train,75,1,66.878304,-10.107166
medical_bloodmnist,bloodmnist_224,train,76,5,-3.870575,42.919807
medical_bloodmnist,bloodmnist_224,train,77,3,-13.147847,76.577736
medical_bloodmnist,bloodmnist_224,train,78,6,-25.494537,-57.385075
medical_bloodmnist,bloodmnist_224,train,79,0,54.008282,23.942833
medical_bloodmnist,bloodmnist_224,train,80,6,-23.428484,-51.875217
medical_bloodmnist,bloodmnist_224,train,81,0,61.726215,38.533695
medical_bloodmnist,bloodmnist_224,train,82,3,-0.758222,-5.330025
medical_bloodmnist,bloodmnist_224,train,83,7,-47.248585,1.708293
medical_bloodmnist,bloodmnist_224,train,84,3,2.829694,-6.748376
medical_bloodmnist,bloodmnist_224,train,85,3,3.642140,48.251801
medical_bloodmnist,bloodmnist_224,train,86,0,44.941338,27.897570
medical_bloodmnist,bloodmnist_224,train,87,1,38.490524,-24.172274
medical_bloodmnist,bloodmnist_224,train,88,3,30.947847,21.409130
medical_bloodmnist,bloodmnist_224,train,89,4,-36.074055,53.416824
medical_bloodmnist,bloodmnist_224,train,90,7,-50.299091,10.909693
medical_bloodmnist,bloodmnist_224,train,91,1,48.026939,-7.959179
medical_bloodmnist,bloodmnist_224,train,92,0,54.179218,32.346607
medical_bloodmnist,bloodmnist_224,train,93,6,13.409147,-34.730835
medical_bloodmnist,bloodmnist_224,train,94,6,-4.114687,-43.200977
medical_bloodmnist,bloodmnist_224,train,95,7,-77.169724,6.320281
medical_bloodmnist,bloodmnist_224,train,96,2,-52.488522,-17.004120
medical_bloodmnist,bloodmnist_224,train,97,6,-11.221024,-56.909027
medical_bloodmnist,bloodmnist_224,train,98,3,10.077005,28.568481
medical_bloodmnist,bloodmnist_224,train,99,5,9.689072,63.005352
medical_bloodmnist,bloodmnist_224,train,100,3,7.653805,2.656900
medical_bloodmnist,bloodmnist_224,train,101,6,-11.512908,-25.858744
medical_bloodmnist,bloodmnist_224,train,102,6,6.788631,-48.274014
medical_bloodmnist,bloodmnist_224,train,103,6,-2.567254,-42.822018
medical_bloodmnist,bloodmnist_224,train,104,5,8.860307,55.210438
medical_bloodmnist,bloodmnist_224,train,105,7,-78.171890,1.665637
medical_bloodmnist,bloodmnist_224,train,106,7,-78.721085,14.333966
medical_bloodmnist,bloodmnist_224,train,107,3,4.010147,-0.514574
medical_bloodmnist,bloodmnist_224,train,108,6,-12.644215,-28.454859
medical_bloodmnist,bloodmnist_224,train,109,4,-23.246901,40.087223
medical_bloodmnist,bloodmnist_224,train,110,5,-12.927735,8.459619
medical_bloodmnist,bloodmnist_224,train,111,3,5.500087,18.976719
medical_bloodmnist,bloodmnist_224,train,112,0,49.759857,25.337900
medical_bloodmnist,bloodmnist_224,train,113,7,-48.223274,1.598750
medical_bloodmnist,bloodmnist_224,train,114,1,38.984837,-19.053606
medical_bloodmnist,bloodmnist_224,train,115,3,32.810650,41.982681
medical_bloodmnist,bloodmnist_224,train,116,1,55.750851,-6.736909
medical_bloodmnist,bloodmnist_224,train,117,3,31.478769,36.795208
medical_bloodmnist,bloodmnist_224,train,118,7,-49.984028,7.559728
medical_bloodmnist,bloodmnist_224,train,119,6,-7.026766,-66.259193
medical_bloodmnist,bloodmnist_224,train,120,3,15.176304,17.295197
medical_bloodmnist,bloodmnist_224,train,121,4,-31.730721,34.588989
medical_bloodmnist,bloodmnist_224,train,122,3,16.111050,16.957232
medical_bloodmnist,bloodmnist_224,train,123,1,34.757141,-7.699614
medical_bloodmnist,bloodmnist_224,train,124,3,28.820410,30.913002
medical_bloodmnist,bloodmnist_224,train,125,7,-56.421108,9.538319
medical_bloodmnist,bloodmnist_224,train,126,2,-43.070408,-32.797199
medical_bloodmnist,bloodmnist_224,train,127,6,-14.489038,-50.833736
medical_bloodmnist,bloodmnist_224,train,128,3,24.455112,18.298910
medical_bloodmnist,bloodmnist_224,train,129,3,-9.910540,12.283834
medical_bloodmnist,bloodmnist_224,train,130,1,38.991146,-3.121373
medical_bloodmnist,bloodmnist_224,train,131,6,-11.194739,-27.731287
medical_bloodmnist,bloodmnist_224,train,132,7,-52.018345,5.101394
medical_bloodmnist,bloodmnist_224,train,133,7,-65.230438,12.285985
medical_bloodmnist,bloodmnist_224,train,134,1,62.188164,-30.640699
medical_bloodmnist,bloodmnist_224,train,135,5,-8.661696,39.892216
medical_bloodmnist,bloodmnist_224,train,136,3,24.378269,18.609077
medical_bloodmnist,bloodmnist_224,train,137,2,-59.004848,-28.381037
medical_bloodmnist,bloodmnist_224,train,138,7,-64.488205,17.242243
medical_bloodmnist,bloodmnist_224,train,139,1,45.573261,-31.334980
medical_bloodmnist,bloodmnist_224,train,140,7,-81.256920,18.165190
medical_bloodmnist,bloodmnist_224,train,141,1,59.136650,-46.660496
medical_bloodmnist,bloodmnist_224,train,142,6,-9.209805,-70.123512
medical_bloodmnist,bloodmnist_224,train,143,3,-12.769885,79.380295
medical_bloodmnist,bloodmnist_224,train,144,6,-11.949082,-64.214485
medical_bloodmnist,bloodmnist_224,train,145,7,-46.531223,15.665762
medical_bloodmnist,bloodmnist_224,train,146,6,-30.990683,-52.090115
medical_bloodmnist,bloodmnist_224,train,147,2,-45.021217,-12.705489
medical_bloodmnist,bloodmnist_224,train,148,1,57.817776,-19.236053
medical_bloodmnist,bloodmnist_224,train,149,2,-24.487688,28.198376
medical_bloodmnist,bloodmnist_224,train,150,5,11.361604,58.062115
medical_bloodmnist,bloodmnist_224,train,151,7,-45.703976,15.872537
medical_bloodmnist,bloodmnist_224,train,152,6,-5.067841,-35.333179
medical_bloodmnist,bloodmnist_224,train,153,6,-7.838347,-49.735241
medical_bloodmnist,bloodmnist_224,train,154,3,20.753750,31.554522
medical_bloodmnist,bloodmnist_224,train,155,3,-11.719838,79.392914
medical_bloodmnist,bloodmnist_224,train,156,2,-50.402946,-25.270147
medical_bloodmnist,bloodmnist_224,train,157,2,-45.098320,-22.392136
medical_bloodmnist,bloodmnist_224,train,158,3,-16.389610,76.335083
medical_bloodmnist,bloodmnist_224,train,159,0,62.509544,23.462717
medical_bloodmnist,bloodmnist_224,train,160,1,47.785271,-46.263535
medical_bloodmnist,bloodmnist_224,train,161,7,-73.845810,6.746796
medical_bloodmnist,bloodmnist_224,train,162,7,-68.080704,21.750349
medical_bloodmnist,bloodmnist_224,train,163,3,30.105795,46.383060
medical_bloodmnist,bloodmnist_224,train,164,6,-23.130478,-54.951725
medical_bloodmnist,bloodmnist_224,train,165,0,49.142670,25.034874
medical_bloodmnist,bloodmnist_224,train,166,7,-71.562843,5.332657
medical_bloodmnist,bloodmnist_224,train,167,6,-20.516895,-68.428459
medical_bloodmnist,bloodmnist_224,train,168,4,-43.752327,48.428341
medical_bloodmnist,bloodmnist_224,train,169,6,-0.714231,-18.384464
medical_bloodmnist,bloodmnist_224,train,170,2,-44.487804,-27.760601
medical_bloodmnist,bloodmnist_224,train,171,6,0.727974,-61.427444
medical_bloodmnist,bloodmnist_224,train,172,3,26.585470,27.979776
medical_bloodmnist,bloodmnist_224,train,173,1,56.268513,-29.453991
medical_bloodmnist,bloodmnist_224,train,174,1,34.349739,4.584534
medical_bloodmnist,bloodmnist_224,train,175,2,-64.961876,-28.445566
medical_bloodmnist,bloodmnist_224,train,176,0,55.681946,22.863939
medical_bloodmnist,bloodmnist_224,train,177,7,-85.554893,17.680075
medical_bloodmnist,bloodmnist_224,train,178,4,-21.126280,33.205574
medical_bloodmnist,bloodmnist_224,train,179,6,-8.439775,-32.031479
medical_bloodmnist,bloodmnist_224,train,180,6,0.756816,-35.157856
medical_bloodmnist,bloodmnist_224,train,181,1,32.852154,-11.792377
medical_bloodmnist,bloodmnist_224,train,182,2,-40.075600,-32.332863
medical_bloodmnist,bloodmnist_224,train,183,6,4.672219,-6.713631
medical_bloodmnist,bloodmnist_224,train,184,2,-35.295105,-12.792534
medical_bloodmnist,bloodmnist_224,train,185,3,-2.033533,12.898218
medical_bloodmnist,bloodmnist_224,train,186,3,20.072437,12.209489
medical_bloodmnist,bloodmnist_224,train,187,7,-61.054878,27.836067
medical_bloodmnist,bloodmnist_224,train,188,2,-55.975590,-36.208809
medical_bloodmnist,bloodmnist_224,train,189,2,-59.284981,-19.399040
medical_bloodmnist,bloodmnist_224,train,190,3,12.838862,16.130512
medical_bloodmnist,bloodmnist_224,train,191,6,11.489674,-42.080906
medical_bloodmnist,bloodmnist_224,train,192,6,9.820409,-40.039879
medical_bloodmnist,bloodmnist_224,train,193,1,70.591141,-28.822069
medical_bloodmnist,bloodmnist_224,train,194,3,11.741200,22.122198
medical_bloodmnist,bloodmnist_224,train,195,7,-80.388115,16.390265
medical_bloodmnist,bloodmnist_224,train,196,0,75.700424,32.692829
medical_bloodmnist,bloodmnist_224,train,197,1,70.094032,-31.007240
medical_bloodmnist,bloodmnist_224,train,198,3,3.373529,24.221840
medical_bloodmnist,bloodmnist_224,train,199,3,23.425211,34.220364
medical_bloodmnist,bloodmnist_224,train,200,2,-56.714661,-21.950094
medical_bloodmnist,bloodmnist_224,train,201,4,-37.009396,53.722923
medical_bloodmnist,bloodmnist_224,train,202,5,22.460764,15.090960
medical_bloodmnist,bloodmnist_224,train,203,4,-31.729965,50.756847
medical_bloodmnist,bloodmnist_224,train,204,5,6.695595,62.357616
medical_bloodmnist,bloodmnist_224,train,205,3,27.647614,48.905598
medical_bloodmnist,bloodmnist_224,train,206,3,0.952566,31.488808
medical_bloodmnist,bloodmnist_224,train,207,1,55.076870,-8.151963
medical_bloodmnist,bloodmnist_224,train,208,3,-11.481677,1.840021
medical_bloodmnist,bloodmnist_224,train,209,2,-33.991714,-20.528931
medical_bloodmnist,bloodmnist_224,train,210,5,15.196503,61.701164
medical_bloodmnist,bloodmnist_224,train,211,6,-10.865458,-23.461632
medical_bloodmnist,bloodmnist_224,train,212,3,9.291013,38.587208
medical_bloodmnist,bloodmnist_224,train,213,5,6.956019,59.803562
medical_bloodmnist,bloodmnist_224,train,214,1,55.546871,-34.182514
medical_bloodmnist,bloodmnist_224,train,215,1,55.058487,-21.309706
medical_bloodmnist,bloodmnist_224,train,216,6,6.562193,-52.967270
medical_bloodmnist,bloodmnist_224,train,217,1,45.593971,-30.569777
medical_bloodmnist,bloodmnist_224,train,218,3,-12.824832,-8.970408
medical_bloodmnist,bloodmnist_224,train,219,3,-16.680075,2.269424
medical_bloodmnist,bloodmnist_224,train,220,3,15.526453,30.222267
medical_bloodmnist,bloodmnist_224,train,221,2,-57.703587,-38.584682
medical_bloodmnist,bloodmnist_224,train,222,3,17.484596,34.555363
medical_bloodmnist,bloodmnist_224,train,223,6,11.424370,-16.465525
medical_bloodmnist,bloodmnist_224,train,224,6,-6.702034,3.857732
medical_bloodmnist,bloodmnist_224,train,225,3,16.248875,42.342991
medical_bloodmnist,bloodmnist_224,train,226,3,9.779617,13.497288
medical_bloodmnist,bloodmnist_224,train,227,1,57.597755,-7.489123
medical_bloodmnist,bloodmnist_224,train,228,7,-56.981548,1.890939
medical_bloodmnist,bloodmnist_224,train,229,5,10.876127,59.749790
medical_bloodmnist,bloodmnist_224,train,230,6,0.627479,-46.745758
medical_bloodmnist,bloodmnist_224,train,231,6,12.154347,-23.710470
medical_bloodmnist,bloodmnist_224,train,232,1,51.875294,-16.364538
medical_bloodmnist,bloodmnist_224,train,233,3,-0.450251,6.858978
medical_bloodmnist,bloodmnist_224,train,234,3,-10.727290,5.589442
medical_bloodmnist,bloodmnist_224,train,235,7,-59.782581,31.227129
medical_bloodmnist,bloodmnist_224,train,236,1,58.498177,-11.668242
medical_bloodmnist,bloodmnist_224,train,237,7,-73.009247,23.063690
medical_bloodmnist,bloodmnist_224,train,238,3,25.739790,17.520884
medical_bloodmnist,bloodmnist_224,train,239,5,8.484072,52.803181
medical_bloodmnist,bloodmnist_224,train,240,6,-2.830753,-40.472492
medical_bloodmnist,bloodmnist_224,train,241,1,60.548923,-27.480989
medical_bloodmnist,bloodmnist_224,train,242,1,56.456692,-38.148987
medical_bloodmnist,bloodmnist_224,train,243,1,55.173115,-30.959934
medical_bloodmnist,bloodmnist_224,train,244,7,-65.374413,18.813894
medical_bloodmnist,bloodmnist_224,train,245,5,2.869492,47.469639
medical_bloodmnist,bloodmnist_224,train,246,1,72.272041,-31.092955
medical_bloodmnist,bloodmnist_224,train,247,7,-66.490196,22.494287
medical_bloodmnist,bloodmnist_224,train,248,6,-4.883304,-35.166649
medical_bloodmnist,bloodmnist_224,train,249,0,55.474289,23.586950
medical_bloodmnist,bloodmnist_224,train,250,3,-4.074372,10.617319
medical_bloodmnist,bloodmnist_224,train,251,3,18.112085,50.912277
medical_bloodmnist,bloodmnist_224,train,252,6,-8.516912,-36.017876
medical_bloodmnist,bloodmnist_224,train,253,6,-5.625981,-58.881786
medical_bloodmnist,bloodmnist_224,train,254,5,6.609446,11.082035
medical_bloodmnist,bloodmnist_224,train,255,0,53.895592,25.582029
medical_bloodmnist,bloodmnist_224,train,256,6,1.311526,-49.343296
medical_bloodmnist,bloodmnist_224,train,257,7,-63.581181,19.303137
medical_bloodmnist,bloodmnist_224,train,258,3,8.870706,29.368338
medical_bloodmnist,bloodmnist_224,train,259,3,12.304249,39.425884
medical_bloodmnist,bloodmnist_224,train,260,1,36.947323,-10.461639
medical_bloodmnist,bloodmnist_224,train,261,6,-22.268448,-37.792637
medical_bloodmnist,bloodmnist_224,train,262,2,-46.967926,-33.183357
medical_bloodmnist,bloodmnist_224,train,263,5,-3.778559,45.475174
medical_bloodmnist,bloodmnist_224,train,264,6,-23.331488,-57.686893
medical_bloodmnist,bloodmnist_224,train,265,3,-15.126752,78.893272
medical_bloodmnist,bloodmnist_224,train,266,4,-23.887602,42.332066
medical_bloodmnist,bloodmnist_224,train,267,2,-32.212162,-27.325159
medical_bloodmnist,bloodmnist_224,train,268,3,12.034368,8.384079
medical_bloodmnist,bloodmnist_224,train,269,3,28.029444,43.427448
medical_bloodmnist,bloodmnist_224,train,270,2,-55.318439,-37.761677
medical_bloodmnist,bloodmnist_224,train,271,7,-73.253731,-1.401126
medical_bloodmnist,bloodmnist_224,train,272,3,3.326284,45.136097
medical_bloodmnist,bloodmnist_224,train,273,5,-1.842882,48.845161
medical_bloodmnist,bloodmnist_224,train,274,3,-12.566843,79.398582
medical_bloodmnist,bloodmnist_224,train,275,6,6.332152,-37.443546
medical_bloodmnist,bloodmnist_224,train,276,0,72.577271,29.703865
medical_bloodmnist,bloodmnist_224,train,277,2,-34.635578,-13.522576
medical_bloodmnist,bloodmnist_224,train,278,2,-27.832628,-7.930425
medical_bloodmnist,bloodmnist_224,train,279,0,50.977112,21.053034
medical_bloodmnist,bloodmnist_224,train,280,5,3.472108,62.886108
medical_bloodmnist,bloodmnist_224,train,281,5,4.316493,63.837322
medical_bloodmnist,bloodmnist_224,train,282,7,-60.142647,10.933899
medical_bloodmnist,bloodmnist_224,train,283,2,-58.940613,-36.675949
medical_bloodmnist,bloodmnist_224,train,284,6,-15.625995,-56.828445
medical_bloodmnist,bloodmnist_224,train,285,2,-50.888241,-26.898739
medical_bloodmnist,bloodmnist_224,train,286,5,6.159061,69.822426
medical_bloodmnist,bloodmnist_224,train,287,2,-55.590324,-36.188873
medical_bloodmnist,bloodmnist_224,train,288,1,53.486237,-5.841417
medical_bloodmnist,bloodmnist_224,train,289,4,-29.082441,34.894554
medical_bloodmnist,bloodmnist_224,train,290,7,-73.683701,23.559557
medical_bloodmnist,bloodmnist_224,train,291,3,21.686218,22.372345
medical_bloodmnist,bloodmnist_224,train,292,5,-7.120830,68.519432
medical_bloodmnist,bloodmnist_224,train,293,1,30.591782,-8.652481
medical_bloodmnist,bloodmnist_224,train,294,6,3.827321,-57.590942
medical_bloodmnist,bloodmnist_224,train,295,0,70.199463,25.197399
medical_bloodmnist,bloodmnist_224,train,296,3,4.189312,17.010017
medical_bloodmnist,bloodmnist_224,train,297,4,-27.080803,45.091587
medical_bloodmnist,bloodmnist_224,train,298,5,-8.345822,38.133656
medical_bloodmnist,bloodmnist_224,train,299,1,60.520893,-38.224911
medical_bloodmnist,bloodmnist_224,train,300,7,-72.452034,1.760038
medical_bloodmnist,bloodmnist_224,train,301,6,-15.631957,-47.263485
medical_bloodmnist,bloodmnist_224,train,302,0,52.952099,34.331978
medical_bloodmnist,bloodmnist_224,train,303,5,-7.192196,41.997036
medical_bloodmnist,bloodmnist_224,train,304,0,45.595047,29.929409
medical_bloodmnist,bloodmnist_224,train,305,7,-48.941563,12.282024
medical_bloodmnist,bloodmnist_224,train,306,6,6.279886,-35.181984
medical_bloodmnist,bloodmnist_224,train,307,1,73.529297,-34.342968
medical_bloodmnist,bloodmnist_224,train,308,2,-30.396994,-9.427267
medical_bloodmnist,bloodmnist_224,train,309,5,-7.289505,67.817757
medical_bloodmnist,bloodmnist_224,train,310,7,-62.195267,21.540075
medical_bloodmnist,bloodmnist_224,train,311,2,-54.362934,-29.114056
medical_bloodmnist,bloodmnist_224,train,312,1,41.798012,-7.425078
medical_bloodmnist,bloodmnist_224,train,313,2,-35.365124,-28.071844
medical_bloodmnist,bloodmnist_224,train,314,6,-8.316709,-33.822468
medical_bloodmnist,bloodmnist_224,train,315,6,15.690853,-36.156422
medical_bloodmnist,bloodmnist_224,train,316,3,16.467985,23.465712
medical_bloodmnist,bloodmnist_224,train,317,5,14.423775,30.282642
medical_bloodmnist,bloodmnist_224,train,318,7,-44.858093,14.640845
medical_bloodmnist,bloodmnist_224,train,319,3,32.215000,36.501266
medical_bloodmnist,bloodmnist_224,train,320,6,3.332605,-49.388245
medical_bloodmnist,bloodmnist_224,train,321,1,66.148506,-8.763788
medical_bloodmnist,bloodmnist_224,train,322,6,9.522290,-38.499584
medical_bloodmnist,bloodmnist_224,train,323,7,-57.221397,18.177092
medical_bloodmnist,bloodmnist_224,train,324,6,-20.444864,-60.934532
medical_bloodmnist,bloodmnist_224,train,325,1,47.589764,-41.976055
medical_bloodmnist,bloodmnist_224,train,326,5,-1.918632,27.510422
medical_bloodmnist,bloodmnist_224,train,327,3,9.707591,42.066135
medical_bloodmnist,bloodmnist_224,train,328,3,11.968777,25.547554
medical_bloodmnist,bloodmnist_224,train,329,4,-39.234230,44.648846
medical_bloodmnist,bloodmnist_224,train,330,3,31.404821,41.068535
medical_bloodmnist,bloodmnist_224,train,331,3,19.916233,53.548237
medical_bloodmnist,bloodmnist_224,train,332,1,44.516407,-27.087101
medical_bloodmnist,bloodmnist_224,train,333,2,-29.025661,-21.890205
medical_bloodmnist,bloodmnist_224,train,334,1,64.632744,-13.426003
medical_bloodmnist,bloodmnist_224,train,335,7,-63.189339,20.777464
medical_bloodmnist,bloodmnist_224,train,336,6,7.076532,-57.884789
medical_bloodmnist,bloodmnist_224,train,337,2,-36.313602,-8.443453
medical_bloodmnist,bloodmnist_224,train,338,7,-56.480072,3.073389
medical_bloodmnist,bloodmnist_224,train,339,3,19.959047,12.204279
medical_bloodmnist,bloodmnist_224,train,340,4,-39.241421,50.118641
medical_bloodmnist,bloodmnist_224,train,341,6,-21.978306,-60.348209
medical_bloodmnist,bloodmnist_224,train,342,1,55.376820,-1.791783
medical_bloodmnist,bloodmnist_224,train,343,0,59.503384,24.810877
medical_bloodmnist,bloodmnist_224,train,344,6,10.884099,1.201288
medical_bloodmnist,bloodmnist_224,train,345,1,31.211807,-19.126547
medical_bloodmnist,bloodmnist_224,train,346,3,-13.621914,-28.191799
medical_bloodmnist,bloodmnist_224,train,347,2,-34.850109,-25.418715
medical_bloodmnist,bloodmnist_224,train,348,1,70.210030,-15.880566
medical_bloodmnist,bloodmnist_224,train,349,5,17.115658,62.119862
medical_bloodmnist,bloodmnist_224,train,350,2,-44.221207,-23.152119
medical_bloodmnist,bloodmnist_224,train,351,1,45.798923,-5.206563
medical_bloodmnist,bloodmnist_224,train,352,7,-70.681831,-2.276595
medical_bloodmnist,bloodmnist_224,train,353,4,-16.745016,44.530209
medical_bloodmnist,bloodmnist_224,train,354,3,-4.262715,3.849112
medical_bloodmnist,bloodmnist_224,train,355,3,-8.824684,1.379025
medical_bloodmnist,bloodmnist_224,train,356,1,68.634659,-38.846088
medical_bloodmnist,bloodmnist_224,train,357,1,64.732971,-36.399979
medical_bloodmnist,bloodmnist_224,train,358,6,6.933135,-18.629473
medical_bloodmnist,bloodmnist_224,train,359,7,-82.053413,4.603981
medical_bloodmnist,bloodmnist_224,train,360,3,-1.451790,4.902189
medical_bloodmnist,bloodmnist_224,train,361,1,71.109200,-23.401247
medical_bloodmnist,bloodmnist_224,train,362,3,-0.301288,4.356191
medical_bloodmnist,bloodmnist_224,train,363,5,-5.574372,31.634073
medical_bloodmnist,bloodmnist_224,train,364,6,13.537107,-41.297562
medical_bloodmnist,bloodmnist_224,train,365,6,-21.083673,-61.557915
medical_bloodmnist,bloodmnist_224,train,366,6,-5.968224,-28.467031
medical_bloodmnist,bloodmnist_224,train,367,2,-52.075142,-22.645256
medical_bloodmnist,bloodmnist_224,train,368,3,-5.096964,16.804647
medical_bloodmnist,bloodmnist_224,train,369,7,-46.499023,17.482779
medical_bloodmnist,bloodmnist_224,train,370,3,2.412429,3.243446
medical_bloodmnist,bloodmnist_224,train,371,7,-45.858871,5.860896
medical_bloodmnist,bloodmnist_224,train,372,1,51.632004,-3.252891
medical_bloodmnist,bloodmnist_224,train,373,6,0.146998,-43.166592
medical_bloodmnist,bloodmnist_224,train,374,3,1.994283,7.528730
medical_bloodmnist,bloodmnist_224,train,375,2,-43.191319,-14.270678
medical_bloodmnist,bloodmnist_224,train,376,6,-0.177072,-34.042389
medical_bloodmnist,bloodmnist_224,train,377,7,-82.479836,10.989730
medical_bloodmnist,bloodmnist_224,train,378,7,-50.148514,12.418488
medical_bloodmnist,bloodmnist_224,train,379,3,0.574470,1.844471
medical_bloodmnist,bloodmnist_224,train,380,4,-31.120792,38.165279
medical_bloodmnist,bloodmnist_224,train,381,2,-56.388069,-29.130560
medical_bloodmnist,bloodmnist_224,train,382,3,-9.495914,75.780396
medical_bloodmnist,bloodmnist_224,train,383,1,32.659134,-8.769255
medical_bloodmnist,bloodmnist_224,train,384,6,-2.128402,-26.814173
medical_bloodmnist,bloodmnist_224,train,385,2,-35.464077,-8.187441
medical_bloodmnist,bloodmnist_224,train,386,4,-22.711939,33.998901
