variant,domain,dataset,split,sample_index,true_label,tsne_x,tsne_y
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,26,5,-32.732090,0.637254
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,27,5,-35.697475,-26.877277
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,28,5,-44.497490,-27.987213
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,29,5,-60.323528,-0.455323
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,30,4,-16.152763,17.466202
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,31,2,-45.511005,2.263023
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,32,5,-14.976329,-47.654762
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,33,4,-48.724697,30.106861
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,34,5,-37.541752,-52.850185
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,35,5,-44.959564,-39.130836
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,36,6,-45.395969,-5.999738
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,37,5,0.485538,-54.252750
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,38,4,-17.808851,18.262421
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,39,5,-44.621380,33.151161
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,40,4,-55.574841,4.589854
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,41,4,-50.128490,6.138090
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,42,5,-28.172779,-53.346073
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,43,5,-36.258469,-52.004917
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,44,2,-31.726805,13.544896
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,45,5,-39.218555,-50.392624
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,46,1,-19.944050,35.196320
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,47,4,-34.487164,24.786245
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,48,5,-34.802746,38.335117
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,49,5,-12.949465,18.319427
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,50,2,-44.633236,-52.268723
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,51,5,-24.561020,-39.931881
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,52,5,-10.705279,-56.778477
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,53,5,-35.873558,-50.487591
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,54,1,-4.411078,43.545998
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,55,2,-13.218511,52.408237
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,56,4,-13.540445,-58.106655
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,57,5,-62.528397,3.506744
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,58,5,-34.281307,-21.475674
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,59,5,-44.872730,-33.519478
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,60,2,-44.097328,29.478676
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,61,5,-42.306580,26.707632
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,62,5,-15.244998,50.693897
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,63,2,-22.982050,-24.236601
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,64,1,-17.738621,45.240231
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,65,5,-59.595181,10.290057
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,66,4,-30.258463,29.898170
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,67,5,-47.665459,-38.424511
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,68,5,-28.985701,-4.709713
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,69,5,-40.868549,-46.005005
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,70,5,-32.505589,-22.767632
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,71,5,-30.796713,-50.537067
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,72,5,-27.664520,-28.489426
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,73,1,-10.162323,31.289579
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,74,1,-57.752663,30.962830
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,75,2,-8.549868,47.165726
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,76,1,-31.462179,38.793484
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,77,5,-16.361645,-31.777956
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,78,5,-24.057051,-22.964535
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,79,5,-29.791862,-4.849447
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,80,5,-29.671997,-42.255123
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,81,5,-39.235348,-43.841682
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,82,5,-34.668724,19.145817
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,83,1,-9.156006,30.310627
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,84,5,-19.561441,-29.346048
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,85,5,-8.380296,-58.817223
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,86,5,-46.300907,7.911706
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,87,5,-41.814087,-29.579504
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,88,5,-42.419788,27.536366
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,89,2,-11.752687,42.275810
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,90,2,-50.936058,35.745483
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,91,5,-34.278538,-23.050903
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,92,5,-8.926628,-55.844875
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,93,5,-12.732230,-50.721966
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,94,5,-47.670574,-31.690069
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,95,5,-46.352829,-28.952673
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,96,4,-37.027237,33.506065
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,97,5,-22.631754,7.660353
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,98,1,-7.489074,46.670742
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,99,5,-42.891186,7.150163
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,100,5,-36.679253,-32.726536
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,101,5,-39.003704,-29.832388
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,102,2,-8.375769,44.074108
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,103,2,-29.838514,35.250057
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,104,5,-66.621239,11.579112
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,105,5,-35.440258,-21.524200
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,106,4,-29.859945,47.632633
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,107,4,-29.696503,28.017698
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,108,5,-49.299778,-26.661867
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,109,5,-26.233131,30.194574
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,110,5,-40.770546,-35.425537
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,111,2,-29.377054,44.161617
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,112,5,-48.099304,-39.067951
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,113,5,-28.414986,-43.988026
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,114,5,-19.497332,31.818890
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,115,5,-29.695168,15.048102
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,116,5,-67.174629,11.485358
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,117,2,-50.339840,-2.756518
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,118,5,-22.332272,6.427700
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,119,5,-33.462555,-28.613123
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,120,2,-27.894594,54.066486
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,121,5,-32.870575,-3.864213
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,122,5,-20.850208,42.656143
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,123,5,-32.891567,-54.611137
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,124,5,-18.350668,-38.280361
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,125,5,-42.062386,-16.953796
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,126,2,-45.926807,20.408405
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,127,4,-15.566588,50.518265
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,128,0,-13.214259,53.192745
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,129,4,-38.081345,37.581646
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,130,5,-43.855297,-15.939445
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,131,5,-29.317646,-15.983467
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,132,1,-14.701957,45.873611
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,133,4,-38.590450,15.227020
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,134,6,-56.519138,12.585530
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,135,5,-45.077682,-30.327681
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,136,5,-4.545609,-54.509106
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,137,0,-68.480377,25.713371
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,138,5,-16.665112,-33.455967
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,139,5,-67.780571,20.221851
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,140,5,-1.721071,-56.465626
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,141,5,-42.966545,-28.671272
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,142,5,-0.305577,42.169373
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,143,5,-30.779295,-35.588566
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,144,5,-43.457623,4.583753
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,145,3,-23.620293,8.780080
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,146,5,-28.229460,-27.594484
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,147,5,-48.135868,12.409304
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,148,5,-33.856075,-57.514263
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,149,5,-6.342122,-52.986336
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,150,5,-65.046867,15.982055
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,151,5,-42.420151,-22.818136
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,152,5,-41.990734,29.564426
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,153,5,-46.008842,30.588705
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,154,5,-51.430862,-27.993925
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,155,5,-42.675072,-21.168499
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,156,5,-63.242104,5.732544
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,157,5,-23.410540,16.301458
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,158,5,-27.801039,-53.472469
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,159,1,-17.344852,45.416370
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,160,2,-51.636017,-2.014684
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,161,4,-20.150087,48.218185
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,162,2,-54.094490,27.435291
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,163,5,-54.407887,-2.991394
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,164,5,-11.670114,-54.464394
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,165,5,-28.123901,-37.971943
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,166,5,-22.727688,-34.635010
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,167,5,-35.398159,-36.712238
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,168,5,-8.113756,-56.607018
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,169,5,-28.515209,-31.049858
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,170,5,-31.244995,26.757151
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,171,5,-71.329849,14.851331
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,172,0,-27.875978,32.189270
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,173,5,-68.974251,0.342199
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,174,5,-24.290581,-53.378525
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,175,5,-4.123093,-53.482677
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,176,5,1.354745,-50.073402
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,177,5,-25.474373,20.872383
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,178,5,-33.809921,-43.221306
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,179,5,-28.198290,-54.504436
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,180,5,-20.022161,-46.006824
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,181,5,-70.652512,15.558038
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,182,5,-37.944809,-48.945507
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,183,5,-33.041145,-56.267433
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,184,5,-33.659603,-24.982042
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,185,5,-51.721153,-24.123308
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,186,5,-68.956039,10.916810
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,187,5,-35.920174,-48.585125
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,188,5,-52.605419,-22.048264
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,189,5,-60.959568,14.337609
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,190,5,-37.567150,-51.379974
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,191,5,-21.000612,-31.965763
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,192,5,-34.877945,9.182240
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,193,4,-16.992384,21.129833
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,194,2,-30.154783,21.951269
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,195,5,-7.062365,54.884018
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,196,5,-45.660240,-20.984934
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,197,5,-49.942970,36.191322
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,198,5,-44.529037,30.240396
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,199,2,-42.261337,-52.758381
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,200,2,-6.323433,45.216438
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,201,5,-30.809353,-30.493111
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,202,5,-24.537947,-34.960159
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,203,4,-24.401670,36.855900
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,204,5,-69.442589,2.753034
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,205,4,-54.279667,25.222794
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,206,5,-26.557013,-51.963032
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,207,5,-36.201859,-40.076622
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,208,5,-7.730079,-58.096287
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,209,1,-39.224411,39.516945
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,210,5,-39.808704,-22.421997
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,211,5,-42.827160,-21.373663
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,212,2,-22.942053,51.438026
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,213,5,-17.543905,-29.511271
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,214,5,-31.747372,-27.732813
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,215,5,-7.261586,40.548496
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,216,5,-36.339336,-58.787155
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,217,5,-45.308949,-31.685205
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,218,5,-69.712761,11.728848
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,219,5,-32.416344,16.170385
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,220,0,-19.728708,54.779869
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,221,0,-18.500082,33.901386
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,222,2,-10.794090,45.914639
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,223,6,-17.214001,-8.222528
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,224,5,-17.717598,-34.498375
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,225,5,-34.627731,-33.856991
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,226,5,-39.826351,-6.639951
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,227,2,-40.658268,24.106853
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,228,5,-29.282465,-52.181606
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,229,2,-10.718170,42.692295
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,230,5,-68.356804,21.959198
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,231,4,-21.760252,44.688248
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,232,5,-23.725800,-46.935005
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,233,5,-19.094461,36.974133
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,234,5,-55.091995,20.528963
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,235,2,-65.095871,8.608063
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,236,5,-33.135380,31.710089
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,237,5,-35.463665,-59.638329
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,238,5,-49.312366,-36.130383
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,239,5,-43.083530,-35.014458
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,240,5,-19.193529,-41.468479
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,241,1,-18.859407,36.094448
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,242,1,-17.915487,5.633938
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,243,2,-31.431047,22.054131
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,244,5,-55.956520,18.015268
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,245,5,-28.016119,-54.662918
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,246,5,-27.073330,-27.824366
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,247,5,-45.209549,25.674091
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,248,5,-70.874405,15.772145
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,249,5,-20.898712,-43.719456
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,250,5,-35.158215,-27.967632
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,251,5,-39.832340,-53.431862
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,252,5,-21.928215,8.691607
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,253,1,-40.510998,21.708019
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,254,4,-56.060997,15.575738
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,255,4,-31.036961,28.898897
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,256,6,-16.723680,-6.772811
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,257,5,-32.784267,43.136467
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,258,4,-17.066605,50.334442
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,259,5,-43.162769,9.944571
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,260,1,-26.073853,-6.696622
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,261,1,-28.520847,39.823238
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,262,5,-22.004292,-54.195747
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,263,5,-32.600773,21.312832
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,264,5,-34.388138,-19.224386
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,265,1,-15.496200,51.974873
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,266,5,-68.757668,15.340617
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,267,4,-50.346233,32.981499
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,268,4,-51.101486,5.819002
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,269,5,-31.274086,5.917254
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,270,5,-23.686462,-50.366489
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,271,5,-47.336246,-33.124485
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,272,4,-42.043819,8.804220
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,273,5,-35.248802,-51.676563
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,274,5,-17.492327,-25.789913
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,275,5,-34.121609,-47.706409
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,276,5,-26.204006,-52.455215
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,277,5,-65.421928,18.779068
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,278,5,-51.515667,-36.937752
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,279,5,-27.937832,-5.276745
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,280,5,-36.513371,-44.451588
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,281,5,-57.113373,21.438694
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,282,5,-36.034367,18.348015
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,283,5,-33.955982,-43.688431
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,284,5,-57.771366,11.313941
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,285,5,-49.984764,3.707872
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,286,6,-16.251770,-6.378286
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,287,3,-19.385025,51.234272
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,288,2,-13.705218,26.148651
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,289,5,-60.013550,2.975722
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,290,5,-18.547110,-29.393702
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,291,5,-32.981529,42.497448
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,292,5,-43.309868,-23.914930
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,293,5,-46.826107,24.879530
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,294,5,-25.862955,-30.739914
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,295,5,-49.263794,27.365042
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,296,4,-27.924841,23.225698
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,297,2,-7.105437,50.486958
medical_encoder_features,Medical,dermamnist_224_strict_noreplace,train,298,5,-23.400221,-31.369858
