domain,dataset,sample_index,true_label,tsne_x,tsne_y
medical_dermamnist,dermamnist_224,63,5,49.963097,9.927938
medical_dermamnist,dermamnist_224,64,5,-14.061615,-25.034321
medical_dermamnist,dermamnist_224,65,5,13.601839,-30.328186
medical_dermamnist,dermamnist_224,66,4,30.056034,14.431097
medical_dermamnist,dermamnist_224,67,5,13.076058,23.487822
medical_dermamnist,dermamnist_224,68,4,36.589729,-17.131819
medical_dermamnist,dermamnist_224,69,5,54.449215,0.550784
medical_dermamnist,dermamnist_224,70,5,-7.193089,3.701223
medical_dermamnist,dermamnist_224,71,5,9.524503,3.304213
medical_dermamnist,dermamnist_224,72,1,-52.791908,-4.008180
medical_dermamnist,dermamnist_224,73,3,-34.853306,15.910389
medical_dermamnist,dermamnist_224,74,4,-5.406714,-13.479604
medical_dermamnist,dermamnist_224,75,5,-8.845949,12.931010
medical_dermamnist,dermamnist_224,76,5,-18.119953,6.873826
medical_dermamnist,dermamnist_224,77,4,27.306791,-12.790952
medical_dermamnist,dermamnist_224,78,5,-17.259922,-7.031236
medical_dermamnist,dermamnist_224,79,5,-6.545548,21.946272
medical_dermamnist,dermamnist_224,80,5,14.005851,26.916479
medical_dermamnist,dermamnist_224,81,5,27.292683,15.592410
medical_dermamnist,dermamnist_224,82,5,-31.120085,8.061637
medical_dermamnist,dermamnist_224,83,5,-36.594051,-11.818253
medical_dermamnist,dermamnist_224,84,5,-14.289479,1.678705
medical_dermamnist,dermamnist_224,85,5,-31.187943,-13.006161
medical_dermamnist,dermamnist_224,86,4,5.587993,-25.005405
medical_dermamnist,dermamnist_224,87,5,-12.396941,-25.904501
medical_dermamnist,dermamnist_224,88,5,16.633545,17.363573
medical_dermamnist,dermamnist_224,89,5,-10.170542,19.714962
medical_dermamnist,dermamnist_224,90,5,51.283508,11.476439
medical_dermamnist,dermamnist_224,91,5,-13.980544,28.186069
medical_dermamnist,dermamnist_224,92,1,-32.169197,-18.875181
medical_dermamnist,dermamnist_224,93,5,48.615845,-4.821146
medical_dermamnist,dermamnist_224,94,5,6.950833,4.143212
medical_dermamnist,dermamnist_224,95,5,11.727494,-3.882688
medical_dermamnist,dermamnist_224,96,4,16.920553,-27.140625
medical_dermamnist,dermamnist_224,97,5,46.850922,0.338901
medical_dermamnist,dermamnist_224,98,5,47.020760,-20.314838
medical_dermamnist,dermamnist_224,99,5,18.729750,8.753859
medical_dermamnist,dermamnist_224,100,4,32.001877,-7.061100
medical_dermamnist,dermamnist_224,101,5,16.694618,-22.933121
medical_dermamnist,dermamnist_224,102,5,41.074127,-8.715652
medical_dermamnist,dermamnist_224,103,5,-32.150558,-0.894498
medical_dermamnist,dermamnist_224,104,5,1.630677,0.916389
medical_dermamnist,dermamnist_224,105,2,7.607365,-19.840445
medical_dermamnist,dermamnist_224,106,5,36.351154,10.549941
medical_dermamnist,dermamnist_224,107,5,-10.902268,11.194322
medical_dermamnist,dermamnist_224,108,5,8.663443,-10.892403
medical_dermamnist,dermamnist_224,109,5,49.938099,0.855094
medical_dermamnist,dermamnist_224,110,5,-1.736352,1.552150
medical_dermamnist,dermamnist_224,111,3,-36.060047,-12.516773
medical_dermamnist,dermamnist_224,112,5,-19.780331,-2.861939
medical_dermamnist,dermamnist_224,113,5,10.306461,-18.364338
medical_dermamnist,dermamnist_224,114,1,-28.568380,-20.020565
medical_dermamnist,dermamnist_224,115,5,-24.405832,-3.392009
medical_dermamnist,dermamnist_224,116,5,-1.072617,21.302132
medical_dermamnist,dermamnist_224,117,5,7.866396,-6.687720
medical_dermamnist,dermamnist_224,118,2,-23.860874,13.060307
medical_dermamnist,dermamnist_224,119,5,-12.550464,-11.146986
medical_dermamnist,dermamnist_224,120,4,25.100332,-4.264623
medical_dermamnist,dermamnist_224,121,5,-30.510305,28.945070
medical_dermamnist,dermamnist_224,122,5,-21.514914,25.883396
medical_dermamnist,dermamnist_224,123,5,-8.108937,22.699354
medical_dermamnist,dermamnist_224,124,5,-23.244898,3.697026
medical_dermamnist,dermamnist_224,125,4,52.380341,-7.737648
medical_dermamnist,dermamnist_224,126,5,-31.814960,-11.782550
medical_dermamnist,dermamnist_224,127,2,2.545592,-13.897845
medical_dermamnist,dermamnist_224,128,4,17.221601,-4.573554
medical_dermamnist,dermamnist_224,129,5,-25.340349,-18.982327
medical_dermamnist,dermamnist_224,130,4,5.541821,-8.936120
medical_dermamnist,dermamnist_224,131,2,32.006153,-7.802602
medical_dermamnist,dermamnist_224,132,1,-27.985838,-19.430435
medical_dermamnist,dermamnist_224,133,5,44.334450,-13.420758
medical_dermamnist,dermamnist_224,134,5,48.913822,-11.935383
medical_dermamnist,dermamnist_224,135,5,-22.573122,19.916740
medical_dermamnist,dermamnist_224,136,5,-22.411783,-1.921780
medical_dermamnist,dermamnist_224,137,4,28.441429,-12.276018
medical_dermamnist,dermamnist_224,138,5,56.311836,-3.033444
medical_dermamnist,dermamnist_224,139,2,-18.396229,14.585234
medical_dermamnist,dermamnist_224,140,4,43.706604,-14.300514
medical_dermamnist,dermamnist_224,141,5,-30.000011,31.253723
medical_dermamnist,dermamnist_224,142,5,-5.249175,13.060573
medical_dermamnist,dermamnist_224,143,2,-4.976009,-27.861326
medical_dermamnist,dermamnist_224,144,5,51.239220,11.748250
medical_dermamnist,dermamnist_224,145,2,-47.180901,-9.182549
medical_dermamnist,dermamnist_224,146,5,40.099083,-0.859160
medical_dermamnist,dermamnist_224,147,5,-18.448975,33.744801
medical_dermamnist,dermamnist_224,148,5,28.771460,4.760139
medical_dermamnist,dermamnist_224,149,5,-15.407891,-6.350610
medical_dermamnist,dermamnist_224,150,5,45.550259,-16.282042
medical_dermamnist,dermamnist_224,151,5,-28.594019,11.756215
medical_dermamnist,dermamnist_224,152,5,-24.118713,-0.363594
medical_dermamnist,dermamnist_224,153,5,-21.972765,5.347488
medical_dermamnist,dermamnist_224,154,4,42.403076,-5.518591
medical_dermamnist,dermamnist_224,155,5,9.303066,-14.467973
medical_dermamnist,dermamnist_224,156,5,11.461677,17.461987
medical_dermamnist,dermamnist_224,157,5,35.181732,11.668205
medical_dermamnist,dermamnist_224,158,4,-35.133503,-4.547916
medical_dermamnist,dermamnist_224,159,2,-49.997219,-11.127925
medical_dermamnist,dermamnist_224,160,5,4.975486,-4.528908
medical_dermamnist,dermamnist_224,161,1,45.958557,16.209467
medical_dermamnist,dermamnist_224,162,5,13.727107,25.104082
medical_dermamnist,dermamnist_224,163,2,-2.382730,17.881838
medical_dermamnist,dermamnist_224,164,5,-25.861582,-10.063732
medical_dermamnist,dermamnist_224,165,2,-3.240858,-14.794418
medical_dermamnist,dermamnist_224,166,5,38.498463,-11.485523
medical_dermamnist,dermamnist_224,167,5,2.134032,-3.774756
medical_dermamnist,dermamnist_224,168,0,-47.664650,-12.965461
medical_dermamnist,dermamnist_224,169,1,18.859926,-27.570412
medical_dermamnist,dermamnist_224,170,4,1.894077,-12.076092
medical_dermamnist,dermamnist_224,171,5,-34.684273,2.033973
medical_dermamnist,dermamnist_224,172,5,-21.133945,14.363106
medical_dermamnist,dermamnist_224,173,5,37.079243,0.487003
medical_dermamnist,dermamnist_224,174,5,-11.694106,24.294952
medical_dermamnist,dermamnist_224,175,6,53.216164,14.357119
medical_dermamnist,dermamnist_224,176,5,17.228025,19.293179
medical_dermamnist,dermamnist_224,177,4,19.996778,-15.507672
medical_dermamnist,dermamnist_224,178,2,-37.936153,18.909206
medical_dermamnist,dermamnist_224,179,1,16.693956,-0.779881
medical_dermamnist,dermamnist_224,180,5,21.170074,-10.027186
medical_dermamnist,dermamnist_224,181,5,11.009140,7.945689
medical_dermamnist,dermamnist_224,182,2,-49.749798,-7.076573
medical_dermamnist,dermamnist_224,183,5,2.157202,-14.538119
medical_dermamnist,dermamnist_224,184,5,-12.307590,-11.427123
medical_dermamnist,dermamnist_224,185,5,40.713547,-12.243822
medical_dermamnist,dermamnist_224,186,5,-37.476562,3.346113
medical_dermamnist,dermamnist_224,187,2,-35.553185,-8.574735
medical_dermamnist,dermamnist_224,188,2,-38.726673,-9.779137
medical_dermamnist,dermamnist_224,189,0,-57.760067,-8.320355
medical_dermamnist,dermamnist_224,190,5,-17.487541,-8.298655
medical_dermamnist,dermamnist_224,191,4,28.378977,10.049546
medical_dermamnist,dermamnist_224,192,2,22.362305,-4.287572
medical_dermamnist,dermamnist_224,193,5,26.927401,-15.431293
medical_dermamnist,dermamnist_224,194,4,45.650627,-4.752719
medical_dermamnist,dermamnist_224,195,5,54.858547,8.588511
medical_dermamnist,dermamnist_224,196,5,-35.510181,1.965234
medical_dermamnist,dermamnist_224,197,5,9.766644,-20.850206
medical_dermamnist,dermamnist_224,198,5,39.691463,-21.166813
medical_dermamnist,dermamnist_224,199,0,-43.946110,7.506963
medical_dermamnist,dermamnist_224,200,5,53.056206,1.403540
medical_dermamnist,dermamnist_224,201,5,11.952471,21.134344
medical_dermamnist,dermamnist_224,202,5,55.089966,12.164620
medical_dermamnist,dermamnist_224,203,5,29.476006,-2.012477
medical_dermamnist,dermamnist_224,204,2,50.200054,-5.903345
medical_dermamnist,dermamnist_224,205,5,-12.205603,16.635403
medical_dermamnist,dermamnist_224,206,5,-30.376949,-16.382881
medical_dermamnist,dermamnist_224,207,5,-22.549398,1.233211
medical_dermamnist,dermamnist_224,208,5,3.933044,-5.998816
medical_dermamnist,dermamnist_224,209,4,17.803047,-6.009963
medical_dermamnist,dermamnist_224,210,4,-45.393745,3.807675
medical_dermamnist,dermamnist_224,211,5,9.407746,-19.408035
medical_dermamnist,dermamnist_224,212,5,-6.689559,11.741057
medical_dermamnist,dermamnist_224,213,5,-17.083941,-0.285337
medical_dermamnist,dermamnist_224,214,1,44.882668,-25.046389
medical_dermamnist,dermamnist_224,215,0,8.021009,-24.323101
medical_dermamnist,dermamnist_224,216,5,25.236870,15.452583
medical_dermamnist,dermamnist_224,217,5,-47.885872,2.816930
medical_dermamnist,dermamnist_224,218,6,52.364582,12.433841
medical_dermamnist,dermamnist_224,219,5,17.065781,14.865923
medical_dermamnist,dermamnist_224,220,5,28.391691,2.305083
medical_dermamnist,dermamnist_224,221,2,-46.528374,9.035817
medical_dermamnist,dermamnist_224,222,2,4.189189,-16.522911
medical_dermamnist,dermamnist_224,223,5,-23.939413,4.734229
medical_dermamnist,dermamnist_224,224,5,-10.247915,-11.405540
medical_dermamnist,dermamnist_224,225,5,-28.602467,0.171818
medical_dermamnist,dermamnist_224,226,5,-5.835205,13.149258
medical_dermamnist,dermamnist_224,227,5,8.946646,-19.932285
medical_dermamnist,dermamnist_224,228,5,35.760906,-13.898071
medical_dermamnist,dermamnist_224,229,5,-4.516929,22.757484
medical_dermamnist,dermamnist_224,230,5,29.062948,7.001254
medical_dermamnist,dermamnist_224,231,5,-18.619768,28.697542
medical_dermamnist,dermamnist_224,232,5,-5.771094,2.187702
medical_dermamnist,dermamnist_224,233,5,-8.121383,2.167535
medical_dermamnist,dermamnist_224,234,4,-49.727917,5.983606
medical_dermamnist,dermamnist_224,235,2,8.228377,-18.249485
medical_dermamnist,dermamnist_224,236,5,-23.946762,6.896550
medical_dermamnist,dermamnist_224,237,4,7.184163,-28.392954
medical_dermamnist,dermamnist_224,238,5,55.171627,8.240210
medical_dermamnist,dermamnist_224,239,5,-28.070309,10.335569
medical_dermamnist,dermamnist_224,240,5,-12.411309,16.253677
medical_dermamnist,dermamnist_224,241,5,37.151848,6.388220
medical_dermamnist,dermamnist_224,242,4,-1.036343,18.797342
medical_dermamnist,dermamnist_224,243,5,-8.773582,19.389069
medical_dermamnist,dermamnist_224,244,0,-1.966639,-20.793510
medical_dermamnist,dermamnist_224,245,5,0.874528,9.990680
medical_dermamnist,dermamnist_224,246,5,18.047445,13.145003
medical_dermamnist,dermamnist_224,247,5,-16.556137,-4.904397
medical_dermamnist,dermamnist_224,248,4,-46.535164,-1.184317
medical_dermamnist,dermamnist_224,249,1,44.395664,-18.997944
medical_dermamnist,dermamnist_224,250,5,40.601650,-6.687548
medical_dermamnist,dermamnist_224,251,2,-20.788406,-18.810499
medical_dermamnist,dermamnist_224,252,5,10.771819,11.551170
medical_dermamnist,dermamnist_224,253,5,-24.708809,17.738239
medical_dermamnist,dermamnist_224,254,5,26.127115,16.788702
medical_dermamnist,dermamnist_224,255,4,29.245468,-12.147175
medical_dermamnist,dermamnist_224,256,5,-5.055228,15.024620
medical_dermamnist,dermamnist_224,257,5,-13.061957,24.327885
medical_dermamnist,dermamnist_224,258,5,-29.190588,11.787904
medical_dermamnist,dermamnist_224,259,2,-44.874989,-3.736654
medical_dermamnist,dermamnist_224,260,5,10.909455,9.019711
medical_dermamnist,dermamnist_224,261,1,30.946249,-28.246590
medical_dermamnist,dermamnist_224,262,4,4.660063,-17.786142
medical_dermamnist,dermamnist_224,263,2,53.531605,4.490708
medical_dermamnist,dermamnist_224,264,5,-35.050900,8.058290
medical_dermamnist,dermamnist_224,265,5,45.011734,-1.896284
medical_dermamnist,dermamnist_224,266,4,31.364391,2.299849
medical_dermamnist,dermamnist_224,267,5,-15.247636,-8.160338
medical_dermamnist,dermamnist_224,268,5,-23.771505,-2.938075
medical_dermamnist,dermamnist_224,269,0,-52.793171,-9.543773
medical_dermamnist,dermamnist_224,270,5,-11.835497,8.104102
medical_dermamnist,dermamnist_224,271,5,-14.399869,-10.966129
medical_dermamnist,dermamnist_224,272,5,50.458256,5.357124
medical_dermamnist,dermamnist_224,273,1,26.589642,-26.289825
medical_dermamnist,dermamnist_224,274,5,9.574115,2.912772
medical_dermamnist,dermamnist_224,275,5,25.296444,-16.115582
medical_dermamnist,dermamnist_224,276,4,40.987217,-4.182715
medical_dermamnist,dermamnist_224,277,5,0.529613,-0.162808
medical_dermamnist,dermamnist_224,278,5,12.116853,-12.629596
medical_dermamnist,dermamnist_224,279,5,13.644894,7.672527
medical_dermamnist,dermamnist_224,280,5,17.577694,20.318201
medical_dermamnist,dermamnist_224,281,5,17.716627,-31.390205
medical_dermamnist,dermamnist_224,282,5,-11.773037,-7.903435
medical_dermamnist,dermamnist_224,283,5,-26.372217,1.494670
medical_dermamnist,dermamnist_224,284,5,6.227130,-18.668449
medical_dermamnist,dermamnist_224,285,4,43.421566,-3.968594
medical_dermamnist,dermamnist_224,286,6,16.680948,-4.971677
medical_dermamnist,dermamnist_224,287,5,-29.887476,1.128998
medical_dermamnist,dermamnist_224,288,4,35.681664,-12.940319
medical_dermamnist,dermamnist_224,289,5,18.812340,16.235981
medical_dermamnist,dermamnist_224,290,4,46.366192,-4.610248
medical_dermamnist,dermamnist_224,291,5,35.066303,-7.600142
medical_dermamnist,dermamnist_224,292,5,2.157876,6.428846
medical_dermamnist,dermamnist_224,293,1,-30.846928,-18.166662
medical_dermamnist,dermamnist_224,294,2,-48.146763,-14.802044
medical_dermamnist,dermamnist_224,295,5,-25.340410,15.475595
medical_dermamnist,dermamnist_224,296,2,25.788841,-19.681675
medical_dermamnist,dermamnist_224,297,0,-35.981197,34.537472
medical_dermamnist,dermamnist_224,298,5,2.493775,-15.174175
medical_dermamnist,dermamnist_224,299,5,11.977785,26.843409
medical_dermamnist,dermamnist_224,300,2,5.462406,-27.867943
medical_dermamnist,dermamnist_224,301,5,-6.285906,5.647348
medical_dermamnist,dermamnist_224,302,1,-7.639780,-16.814659
medical_dermamnist,dermamnist_224,303,5,-35.044098,1.257792
medical_dermamnist,dermamnist_224,304,2,-43.961269,-2.343057
medical_dermamnist,dermamnist_224,305,5,12.229359,-19.286234
medical_dermamnist,dermamnist_224,306,5,-31.231312,-2.974001
medical_dermamnist,dermamnist_224,307,5,-14.365745,-10.129196
medical_dermamnist,dermamnist_224,308,5,-20.723684,17.442373
medical_dermamnist,dermamnist_224,309,5,42.090008,-8.076710
medical_dermamnist,dermamnist_224,310,4,32.883976,-8.817013
medical_dermamnist,dermamnist_224,311,5,38.803665,9.446465
medical_dermamnist,dermamnist_224,312,0,-54.849899,-9.966541
medical_dermamnist,dermamnist_224,313,5,26.887821,-2.066435
medical_dermamnist,dermamnist_224,314,5,-10.783176,-12.210703
medical_dermamnist,dermamnist_224,315,1,12.171571,-14.832357
medical_dermamnist,dermamnist_224,316,2,6.308241,-26.991602
medical_dermamnist,dermamnist_224,317,5,-28.572954,-5.841165
medical_dermamnist,dermamnist_224,318,5,3.679049,29.374582
medical_dermamnist,dermamnist_224,319,5,-36.388203,3.458874
medical_dermamnist,dermamnist_224,320,5,-5.246737,4.616352
medical_dermamnist,dermamnist_224,321,4,-45.926716,0.322254
medical_dermamnist,dermamnist_224,322,5,-29.157745,20.257082
medical_dermamnist,dermamnist_224,323,2,-50.680935,6.457763
medical_dermamnist,dermamnist_224,324,5,49.085957,14.475362
medical_dermamnist,dermamnist_224,325,4,44.142986,8.854787
medical_dermamnist,dermamnist_224,326,5,-23.187002,33.718639
medical_dermamnist,dermamnist_224,327,5,14.632039,6.858907
medical_dermamnist,dermamnist_224,328,2,5.049083,-20.582539
medical_dermamnist,dermamnist_224,329,2,-52.259785,-13.101342
medical_dermamnist,dermamnist_224,330,5,-10.885674,-2.579840
medical_dermamnist,dermamnist_224,331,5,-33.639767,30.519850
medical_dermamnist,dermamnist_224,332,5,-19.476826,7.346386
medical_dermamnist,dermamnist_224,333,1,-32.382565,-14.417233
medical_dermamnist,dermamnist_224,334,5,51.455353,10.271909
medical_dermamnist,dermamnist_224,335,1,46.194771,-19.423466
medical_dermamnist,dermamnist_224,336,5,52.668610,-1.464895
medical_dermamnist,dermamnist_224,337,5,-4.811515,11.075358
medical_dermamnist,dermamnist_224,338,5,-16.412262,-2.828972
medical_dermamnist,dermamnist_224,339,5,-11.030116,-14.891078
medical_dermamnist,dermamnist_224,340,2,-41.384811,-3.510847
medical_dermamnist,dermamnist_224,341,4,-16.200396,17.713364
medical_dermamnist,dermamnist_224,342,5,17.139336,13.738550
medical_dermamnist,dermamnist_224,343,5,31.222715,9.018642
medical_dermamnist,dermamnist_224,344,0,14.267627,-24.735437
medical_dermamnist,dermamnist_224,345,2,-56.513618,-11.083827
medical_dermamnist,dermamnist_224,346,6,-7.970555,-20.705843
medical_dermamnist,dermamnist_224,347,5,-0.853717,6.657171
medical_dermamnist,dermamnist_224,348,5,-18.689388,1.218983
medical_dermamnist,dermamnist_224,349,4,11.912165,-26.714413
medical_dermamnist,dermamnist_224,350,5,30.376215,-17.924253
medical_dermamnist,dermamnist_224,351,2,7.893481,-21.450150
medical_dermamnist,dermamnist_224,352,2,-48.286591,-3.207415
medical_dermamnist,dermamnist_224,353,5,34.361530,13.534694
medical_dermamnist,dermamnist_224,354,5,43.903778,-7.174647
medical_dermamnist,dermamnist_224,355,5,-30.314650,-1.529091
medical_dermamnist,dermamnist_224,356,0,-47.558765,-10.677847
medical_dermamnist,dermamnist_224,357,5,41.907398,-11.219826
medical_dermamnist,dermamnist_224,358,5,10.196495,-8.558496
medical_dermamnist,dermamnist_224,359,5,56.183853,-3.374623
medical_dermamnist,dermamnist_224,360,4,32.933556,-5.087854
medical_dermamnist,dermamnist_224,361,5,16.984728,23.385344
medical_dermamnist,dermamnist_224,362,1,-5.703211,-20.009434
medical_dermamnist,dermamnist_224,363,5,-6.591842,0.009946
medical_dermamnist,dermamnist_224,364,5,-33.630863,-2.159063
medical_dermamnist,dermamnist_224,365,5,5.253570,-5.904718
medical_dermamnist,dermamnist_224,366,5,10.524139,5.425651
medical_dermamnist,dermamnist_224,367,5,13.767088,-23.441547
medical_dermamnist,dermamnist_224,368,6,14.529724,2.023374
medical_dermamnist,dermamnist_224,369,4,8.933731,-24.020729
medical_dermamnist,dermamnist_224,370,1,17.518957,-6.354685
medical_dermamnist,dermamnist_224,371,4,31.915178,4.453231
medical_dermamnist,dermamnist_224,372,4,-57.548855,-11.296528
medical_dermamnist,dermamnist_224,373,5,-28.801386,27.412012
medical_dermamnist,dermamnist_224,374,5,34.443310,5.942478
medical_dermamnist,dermamnist_224,375,5,-7.207386,22.908911
medical_dermamnist,dermamnist_224,376,1,-0.538212,-5.548850
medical_dermamnist,dermamnist_224,377,5,47.232491,-13.968765
medical_dermamnist,dermamnist_224,378,5,35.968880,-5.812736
medical_dermamnist,dermamnist_224,379,5,-31.940943,27.575762
medical_dermamnist,dermamnist_224,380,5,-17.311148,-1.438240
medical_dermamnist,dermamnist_224,381,6,-34.668224,32.414791
medical_dermamnist,dermamnist_224,382,5,21.478500,6.589476
medical_dermamnist,dermamnist_224,383,5,22.843309,-12.938077
medical_dermamnist,dermamnist_224,384,5,19.208469,18.968967
medical_dermamnist,dermamnist_224,385,5,-5.428514,20.219662
medical_dermamnist,dermamnist_224,386,5,45.017735,-2.918563
medical_dermamnist,dermamnist_224,387,5,55.594959,2.942555
medical_dermamnist,dermamnist_224,388,2,-15.365441,9.485451
medical_dermamnist,dermamnist_224,389,1,42.069881,-18.846134
medical_dermamnist,dermamnist_224,390,4,35.792213,-7.348967
medical_dermamnist,dermamnist_224,391,5,-11.129789,5.812849
medical_dermamnist,dermamnist_224,392,5,-11.728786,-6.231252
medical_dermamnist,dermamnist_224,393,5,-29.146082,20.041264
medical_dermamnist,dermamnist_224,394,5,-2.753506,4.259451
medical_dermamnist,dermamnist_224,395,5,-24.806425,12.676402
medical_dermamnist,dermamnist_224,396,5,-22.431889,-0.948440
medical_dermamnist,dermamnist_224,397,5,27.350784,3.827791
medical_dermamnist,dermamnist_224,398,5,-1.697819,8.631782
medical_dermamnist,dermamnist_224,399,1,-20.624901,11.930786
medical_dermamnist,dermamnist_224,400,5,-6.338391,-20.175632
medical_dermamnist,dermamnist_224,401,5,-11.686143,9.657726
medical_dermamnist,dermamnist_224,402,4,54.216938,-4.549212
medical_dermamnist,dermamnist_224,403,5,-33.594021,32.051273
medical_dermamnist,dermamnist_224,404,5,39.627457,-14.092010
medical_dermamnist,dermamnist_224,405,1,-43.761021,-4.726998
medical_dermamnist,dermamnist_224,406,5,-34.698559,30.950525
medical_dermamnist,dermamnist_224,407,2,-57.904358,-13.333279
medical_dermamnist,dermamnist_224,408,0,19.003574,-18.420979
medical_dermamnist,dermamnist_224,409,5,4.555532,22.709757
medical_dermamnist,dermamnist_224,410,5,-15.923092,21.046684
medical_dermamnist,dermamnist_224,411,1,-35.981987,10.381941
medical_dermamnist,dermamnist_224,412,5,44.153507,-7.614246
medical_dermamnist,dermamnist_224,413,5,2.284781,1.425786
medical_dermamnist,dermamnist_224,414,5,50.025791,-7.777315
medical_dermamnist,dermamnist_224,415,5,28.046196,-0.159556
medical_dermamnist,dermamnist_224,416,2,-23.516386,18.732294
medical_dermamnist,dermamnist_224,417,5,46.364300,-12.846232
medical_dermamnist,dermamnist_224,418,1,46.994194,-20.742285
medical_dermamnist,dermamnist_224,419,5,-10.904517,-9.294713
medical_dermamnist,dermamnist_224,420,5,-10.080317,-7.044499
medical_dermamnist,dermamnist_224,421,5,37.170876,-5.767879
medical_dermamnist,dermamnist_224,422,4,-18.339546,-17.014668
medical_dermamnist,dermamnist_224,423,2,53.459827,-9.730275
medical_dermamnist,dermamnist_224,424,5,-30.017340,28.240650
medical_dermamnist,dermamnist_224,425,5,-39.514294,2.114382
medical_dermamnist,dermamnist_224,426,5,-13.419960,0.181404
medical_dermamnist,dermamnist_224,427,5,11.666406,21.996174
medical_dermamnist,dermamnist_224,428,2,-31.818634,-9.607303
medical_dermamnist,dermamnist_224,429,5,8.250090,20.337997
medical_dermamnist,dermamnist_224,430,4,-55.638706,-7.899175
medical_dermamnist,dermamnist_224,431,5,17.660276,15.618227
medical_dermamnist,dermamnist_224,432,5,5.270331,27.000719
medical_dermamnist,dermamnist_224,433,5,-8.164762,7.751308
medical_dermamnist,dermamnist_224,434,5,27.465986,-17.633253
